Pd034,,Pd042,,Pd052,,Pd073,,Pd,
X,Y,X,Y,X,Y,X,Y,X,Y
1689.8066783831287,-0.10385756676557872,1310.1933216168718,-0.1608308605341247,1146.748681898067,-0.15727002967359055,870.8260105448156,-0.12284866468842737,688.0492091388401,-0.09554896142433239
,,1336.5553602811951,-0.16795252225519286,1164.3233743409492,-0.1637982195845698,895.4305799648507,-0.12997032640949563,710.896309314587,-0.10267062314540065
,,1361.1599297012303,-0.17388724035608316,1188.9279437609844,-0.17151335311572707,925.3075571177505,-0.13709198813056384,737.2583479789105,-0.11097922848664693
,,1391.0369068541304,-0.18219584569732944,1210.0175746924428,-0.17863501483679534,949.9121265377856,-0.14302670623145408,760.1054481546573,-0.1186943620178042
,,1417.3989455184533,-0.1893175074183977,1227.592267135325,-0.1857566765578636,976.2741652021091,-0.14896142433234427,786.4674868189808,-0.12878338278931756
,,1442.003514938489,-0.19525222551928784,1246.9244288224959,-0.1916913946587538,1002.6362038664323,-0.15608308605341253,811.072056239016,-0.13590504451038582
,,1461.3356766256593,-0.20118694362017814,1266.2565905096662,-0.19881305637982205,1030.755711775044,-0.1632047477744808,835.6766256590511,-0.1442136498516321
,,1485.9402460456945,-0.20712166172106827,1283.8312829525485,-0.2059347181008902,1055.360281195079,-0.17032640949554906,858.5237258347979,-0.15133531157270036
,,1505.2724077328648,-0.21186943620178045,1301.4059753954307,-0.21305637982195846,1074.69244288225,-0.17388724035608316,883.1282952548331,-0.15845697329376862
,,1524.6045694200352,-0.21780415430267064,1322.4956063268896,-0.22017804154302673,1092.2671353251317,-0.17982195845697335,907.7328646748682,-0.16379821958456986
,,1540.4217926186293,-0.2213649851632048,1343.5852372583481,-0.228486646884273,1111.5992970123025,-0.18456973293768553,934.0949033391917,-0.169139465875371
,,1556.2390158172234,-0.22611275964391697,1362.9173989455185,-0.23679525222551934,1136.2038664323377,-0.18813056379821969,960.4569420035151,-0.1727002967359051
,,1577.3286467486823,-0.2308605341246291,1385.7644991212655,-0.2474777448071217,1160.8084358523724,-0.19643916913946596,986.8189806678383,-0.17626112759643925
,,1596.6608084358527,-0.23679525222551934,1406.854130052724,-0.255786350148368,1183.6555360281195,-0.20118694362017814,1014.9384885764501,-0.17982195845697335
,,1621.265377855888,-0.24272997032640953,1427.943760984183,-0.26528189910979233,1201.2302284710017,-0.20474777448071219,1046.572934973638,-0.1857566765578636
,,1640.5975395430582,-0.2474777448071217,1443.760984182777,-0.2735905044510386,1218.804920913884,-0.21068249258160238,1076.449912126538,-0.1893175074183977
,,1654.6572934973642,-0.2510385756676558,1463.0931458699474,-0.28071216617210687,1241.652021089631,-0.21661721068249262,1106.3268892794376,-0.19406528189910988
,,1670.4745166959578,-0.255786350148368,1489.4551845342708,-0.2908011869436202,1264.499121265378,-0.2213649851632048,1130.9314586994728,-0.19762611275964392
,,1689.8066783831287,-0.26053412462908015,1507.029876977153,-0.2985163204747775,1283.8312829525485,-0.22611275964391697,1160.8084358523724,-0.2023738872403561
,,,,1522.847100175747,-0.3068249258160237,1310.1933216168718,-0.23382789317507424,1197.7152899824255,-0.2083086053412464
,,,,1547.4516695957823,-0.31632047477744807,1336.5553602811951,-0.24035608308605344,1217.0474516695958,-0.21424332344213654
,,,,1563.2688927943764,-0.3258160237388724,1359.4024604569422,-0.2474777448071217,1239.894551845343,-0.2189910979228487
,,,,1587.8734622144116,-0.3376854599406528,1375.2196836555363,-0.2534124629080119,1262.74165202109,-0.2249258160237389
,,,,1607.205623901582,-0.34718100890207715,1396.3093145869948,-0.25934718100890214,1285.5887521968366,-0.2308605341246291
,,,,1633.5676625659053,-0.3608308605341247,1415.6414762741651,-0.2676557863501484,1310.1933216168718,-0.23916913946587542
,,,,1659.9297012302286,-0.3744807121661722,1431.4586994727592,-0.2735905044510386,1333.0404217926189,-0.2474777448071217
,,,,1677.5043936731108,-0.3827893175074184,1447.2759226713533,-0.27952522255192885,1354.1300527240774,-0.25459940652818996
,,,,1691.5641476274168,-0.3905044510385757,1464.8506151142356,-0.28783382789317513,1376.9771528998244,-0.26528189910979233
,,,,,,1480.6678383128296,-0.2937685459940653,1398.066783831283,-0.27715133531157277
,,,,,,1496.4850615114237,-0.2997032640949556,1413.884007029877,-0.28545994065281904
,,,,,,1512.3022847100178,-0.3068249258160237,1426.1862917398948,-0.29614243323442135
,,,,,,1528.119507908612,-0.31513353115727005,1443.760984182777,-0.3056379821958457
,,,,,,1545.6942003514941,-0.3234421364985164,1457.820738137083,-0.31513353115727005
,,,,,,1559.7539543057997,-0.3317507418397626,1473.6379613356767,-0.32818991097922856
,,,,,,1582.6010544815467,-0.3436201780415431,1489.4551845342708,-0.34005934718100894
,,,,,,1603.6906854130052,-0.35430267062314547,1505.2724077328648,-0.3495548961424333
,,,,,,1621.265377855888,-0.3626112759643917,1515.817223198594,-0.3614243323442137
,,,,,,1633.5676625659053,-0.368545994065282,1531.6344463971882,-0.3744807121661722
,,,,,,1647.6274165202112,-0.3756676557863502,1543.9367311072056,-0.38456973293768537
,,,,,,1661.6871704745167,-0.38397626112759653,1557.9964850615115,-0.3958456973293769
,,,,,,1673.9894551845346,-0.39109792284866474,1570.2987697715294,-0.4077151335311573
,,,,,,1681.0193321616875,-0.3946587537091989,1582.6010544815467,-0.41839762611275966
,,,,,,1688.04920913884,-0.4005934718100891,1594.9033391915646,-0.43145400593471805
,,,,,,,,1603.6906854130052,-0.43857566765578637
,,,,,,,,1615.992970123023,-0.4528189910979229
,,,,,,,,1628.2952548330409,-0.4670623145400594
,,,,,,,,1638.8400702987701,-0.47537091988130564
,,,,,,,,1647.6274165202112,-0.48486646884273
,,,,,,,,1658.1722319859405,-0.4967359050445105
,,,,,,,,1672.231985940246,-0.5109792284866469
,,,,,,,,1681.0193321616875,-0.5252225519287834
,,,,,,,,1691.5641476274168,-0.5323442136498517
