Opt.,Const.,of,B-Spline,vs.,nm
Wavelength_(nm),n_5_gold,k_5_gold,n_20_Pd,k_20_Pd,n_MS_9_to_17,k_MS_9_to_17
970.000000,0.080433,6.850795,2.812938,5.940358,2.763284,5.665945,
971.000000,0.080829,6.859038,2.814859,5.944372,2.765051,5.670384,
972.000000,0.081224,6.867279,2.816775,5.948386,2.766817,5.674822,
973.000000,0.081619,6.875517,2.818687,5.952400,2.768582,5.679259,
974.000000,0.082014,6.883755,2.820596,5.956415,2.770346,5.683694,
975.000000,0.082409,6.891990,2.822500,5.960431,2.772110,5.688129,
976.000000,0.082803,6.900224,2.824401,5.964447,2.773872,5.692562,
977.000000,0.083197,6.908455,2.826298,5.968463,2.775635,5.696994,
978.000000,0.083591,6.916685,2.828190,5.972480,2.777396,5.701426,
979.000000,0.083985,6.924913,2.830080,5.976497,2.779157,5.705855,
980.000000,0.084379,6.933140,2.831965,5.980515,2.780917,5.710284,
981.000000,0.084772,6.941365,2.833847,5.984533,2.782676,5.714712,
982.000000,0.085166,6.949588,2.835725,5.988553,2.784435,5.719138,
983.000000,0.085559,6.957809,2.837600,5.992572,2.786193,5.723563,
984.000000,0.085951,6.966029,2.839471,5.996593,2.787950,5.727987,
985.000000,0.086344,6.974247,2.841339,6.000613,2.789707,5.732410,
986.000000,0.086737,6.982464,2.843204,6.004635,2.791463,5.736832,
987.000000,0.087129,6.990679,2.845065,6.008657,2.793218,5.741252,
988.000000,0.087521,6.998893,2.846922,6.012680,2.794973,5.745671,
989.000000,0.087913,7.007105,2.848777,6.016703,2.796727,5.750090,
990.000000,0.088305,7.015315,2.850628,6.020728,2.798481,5.754507,
991.000000,0.088696,7.023524,2.852476,6.024752,2.800234,5.758923,
992.000000,0.089088,7.031732,2.854321,6.028778,2.801986,5.763337,
993.000000,0.089479,7.039938,2.856163,6.032804,2.803737,5.767751,
994.000000,0.089870,7.048143,2.858002,6.036831,2.805488,5.772163,
995.000000,0.090261,7.056346,2.859838,6.040858,2.807239,5.776574,
996.000000,0.090651,7.064548,2.861670,6.044887,2.808988,5.780984,
997.000000,0.091042,7.072750,2.863500,6.048916,2.810737,5.785393,
998.000000,0.091432,7.080949,2.865327,6.052946,2.812486,5.789801,
999.000000,0.091822,7.089148,2.867151,6.056976,2.814233,5.794207,
1000.000000,0.092212,7.097345,2.868973,6.061007,2.815981,5.798613,
1002.500000,0.093187,7.117834,2.873514,6.071088,2.820346,5.809621,
1005.000000,0.094161,7.138317,2.878039,6.081174,2.824708,5.820622,
1007.500000,0.095136,7.158794,2.882547,6.091265,2.829065,5.831616,
1010.000000,0.096113,7.179266,2.887040,6.101360,2.833419,5.842603,
1012.500000,0.097091,7.199734,2.891519,6.111460,2.837770,5.853583,
1015.000000,0.098072,7.220196,2.895983,6.121564,2.842117,5.864555,
1017.500000,0.099055,7.240654,2.900433,6.131673,2.846461,5.875521,
1020.000000,0.100043,7.261107,2.904869,6.141787,2.850801,5.886479,
1022.500000,0.101035,7.281555,2.909293,6.151905,2.855138,5.897430,
1025.000000,0.102031,7.301999,2.913705,6.162027,2.859472,5.908374,
1027.500000,0.103033,7.322438,2.918105,6.172153,2.863803,5.919311,
1030.000000,0.104040,7.342871,2.922493,6.182284,2.868130,5.930240,
1032.500000,0.105054,7.363300,2.926871,6.192418,2.872454,5.941163,
1035.000000,0.106074,7.383723,2.931239,6.202557,2.876775,5.952077,
1037.500000,0.107101,7.404141,2.935596,6.212698,2.881093,5.962985,
1040.000000,0.108136,7.424554,2.939944,6.222844,2.885408,5.973885,
1042.500000,0.109178,7.444960,2.944283,6.232993,2.889719,5.984777,
1045.000000,0.110229,7.465361,2.948614,6.243145,2.894028,5.995663,
1047.500000,0.111288,7.485755,2.952936,6.253300,2.898334,6.006541,
1050.000000,0.112356,7.506142,2.957250,6.263458,2.902636,6.017411,
1052.500000,0.113432,7.526523,2.961557,6.273619,2.906935,6.028274,
1055.000000,0.114518,7.546896,2.965857,6.283782,2.911232,6.039130,
1057.500000,0.115614,7.567261,2.970150,6.293946,2.915525,6.049977,
1060.000000,0.116720,7.587618,2.974436,6.304113,2.919816,6.060818,
1062.500000,0.117835,7.607968,2.978717,6.314282,2.924103,6.071650,
1065.000000,0.118961,7.628308,2.982991,6.324451,2.928387,6.082475,
1067.500000,0.120097,7.648639,2.987261,6.334622,2.932667,6.093292,
1070.000000,0.121245,7.668961,2.991525,6.344794,2.936945,6.104102,
1072.500000,0.122402,7.689273,2.995785,6.354967,2.941220,6.114903,
1075.000000,0.123572,7.709574,3.000041,6.365139,2.945491,6.125698,
1077.500000,0.124752,7.729864,3.004292,6.375311,2.949760,6.136484,
1080.000000,0.125943,7.750142,3.008540,6.385482,2.954025,6.147262,
1082.500000,0.127147,7.770408,3.012785,6.395653,2.958286,6.158032,
1085.000000,0.128361,7.790661,3.017027,6.405821,2.962545,6.168795,
1087.500000,0.129588,7.810900,3.021266,6.415988,2.966800,6.179550,
1090.000000,0.130826,7.831123,3.025503,6.426152,2.971051,6.190296,
1092.500000,0.132076,7.851330,3.029738,6.436312,2.975300,6.201035,
1095.000000,0.133335,7.871520,3.033971,6.446466,2.979545,6.211765,
1097.500000,0.134604,7.891690,3.038202,6.456615,2.983786,6.222487,
1100.000000,0.135881,7.911842,3.042429,6.466758,2.988023,6.233201,
1102.500000,0.137164,7.931975,3.046652,6.476893,2.992257,6.243906,
1105.000000,0.138454,7.952089,3.050872,6.487021,2.996486,6.254603,
1107.500000,0.139749,7.972183,3.055087,6.497142,3.000711,6.265292,
1110.000000,0.141048,7.992258,3.059297,6.507254,3.004932,6.275972,
1112.500000,0.142351,8.012313,3.063501,6.517358,3.009149,6.286644,
1115.000000,0.143656,8.032349,3.067699,6.527452,3.013361,6.297307,
1117.500000,0.144962,8.052365,3.071891,6.537539,3.017569,6.307963,
1120.000000,0.146270,8.072363,3.076075,6.547616,3.021771,6.318610,
1122.500000,0.147577,8.092341,3.080252,6.557684,3.025969,6.329249,
1125.000000,0.148884,8.112302,3.084421,6.567743,3.030161,6.339880,
1127.500000,0.150190,8.132243,3.088581,6.577793,3.034348,6.350502,
1130.000000,0.151493,8.152166,3.092732,6.587833,3.038530,6.361117,
1132.500000,0.152794,8.172072,3.096873,6.597865,3.042706,6.371724,
1135.000000,0.154091,8.191961,3.101004,6.607887,3.046876,6.382322,
1137.500000,0.155385,8.211833,3.105124,6.617899,3.051041,6.392913,
1140.000000,0.156673,8.231688,3.109234,6.627903,3.055199,6.403496,
1142.500000,0.157957,8.251528,3.113332,6.637898,3.059351,6.414072,
1145.000000,0.159235,8.271352,3.117417,6.647885,3.063497,6.424640,
1147.500000,0.160506,8.291162,3.121490,6.657863,3.067636,6.435200,
1150.000000,0.161771,8.310956,3.125550,6.667832,3.071769,6.445754,
1152.500000,0.163028,8.330736,3.129596,6.677793,3.075895,6.456299,
1155.000000,0.164278,8.350504,3.133627,6.687747,3.080014,6.466838,
1157.500000,0.165519,8.370259,3.137645,6.697692,3.084126,6.477370,
1160.000000,0.166751,8.390002,3.141647,6.707631,3.088230,6.487895,
1162.500000,0.167975,8.409733,3.145633,6.717562,3.092327,6.498414,
1165.000000,0.169188,8.429454,3.149604,6.727488,3.096416,6.508926,
1167.500000,0.170392,8.449164,3.153558,6.737406,3.100498,6.519432,
1170.000000,0.171585,8.468866,3.157494,6.747320,3.104571,6.529932,
1172.500000,0.172768,8.488560,3.161413,6.757227,3.108636,6.540426,
1175.000000,0.173939,8.508245,3.165314,6.767131,3.112693,6.550914,
1177.500000,0.175099,8.527924,3.169196,6.777030,3.116741,6.561397,
1180.000000,0.176247,8.547596,3.173059,6.786925,3.120780,6.571874,
1182.500000,0.177383,8.567265,3.176903,6.796818,3.124810,6.582347,
1185.000000,0.178506,8.586928,3.180725,6.806709,3.128831,6.592815,
1187.500000,0.179617,8.606589,3.184527,6.816598,3.132843,6.603280,
1190.000000,0.180714,8.626249,3.188308,6.826487,3.136844,6.613740,
1192.500000,0.181798,8.645908,3.192065,6.836376,3.140836,6.624197,
1195.000000,0.182869,8.665569,3.195800,6.846268,3.144817,6.634651,
1197.500000,0.183926,8.685234,3.199510,6.856164,3.148788,6.645103,
1200.000000,0.184971,8.704906,3.203197,6.866067,3.152748,6.655554,
1202.500000,0.186005,8.724585,3.206862,6.875978,3.156697,6.666006,
1205.000000,0.187030,8.744271,3.210505,6.885900,3.160637,6.676457,
1207.500000,0.188047,8.763968,3.214127,6.895834,3.164568,6.686911,
1210.000000,0.189058,8.783675,3.217730,6.905780,3.168490,6.697365,
1212.500000,0.190064,8.803392,3.221315,6.915740,3.172403,6.707821,
1215.000000,0.191066,8.823120,3.224883,6.925714,3.176308,6.718280,
1217.500000,0.192066,8.842860,3.228435,6.935705,3.180206,6.728742,
1220.000000,0.193064,8.862611,3.231972,6.945710,3.184097,6.739206,
1222.500000,0.194062,8.882374,3.235496,6.955732,3.187981,6.749673,
1225.000000,0.195061,8.902148,3.239008,6.965772,3.191859,6.760144,
1227.500000,0.196063,8.921934,3.242508,6.975828,3.195731,6.770618,
1230.000000,0.197068,8.941731,3.245999,6.985902,3.199598,6.781096,
1232.500000,0.198077,8.961540,3.249480,6.995994,3.203460,6.791578,
1235.000000,0.199091,8.981361,3.252954,7.006104,3.207318,6.802063,
1237.500000,0.200111,9.001192,3.256421,7.016232,3.211172,6.812553,
1240.000000,0.201139,9.021035,3.259882,7.026380,3.215022,6.823047,
1242.500000,0.202174,9.040888,3.263339,7.036545,3.218869,6.833544,
1245.000000,0.203219,9.060751,3.266793,7.046729,3.222713,6.844046,
1247.500000,0.204273,9.080624,3.270244,7.056931,3.226555,6.854552,
1250.000000,0.205337,9.100506,3.273694,7.067151,3.230394,6.865062,
1252.500000,0.206413,9.120398,3.277143,7.077389,3.234232,6.875576,
1255.000000,0.207501,9.140298,3.280593,7.087646,3.238069,6.886094,
1257.500000,0.208602,9.160207,3.284045,7.097920,3.241905,6.896616,
1260.000000,0.209716,9.180122,3.287499,7.108212,3.245740,6.907142,
1262.500000,0.210845,9.200046,3.290957,7.118521,3.249575,6.917672,
1265.000000,0.211988,9.219976,3.294420,7.128847,3.253410,6.928205,
1267.500000,0.213146,9.239912,3.297888,7.139190,3.257246,6.938743,
1270.000000,0.214321,9.259854,3.301362,7.149549,3.261082,6.949284,
1272.500000,0.215512,9.279801,3.304844,7.159924,3.264919,6.959828,
1275.000000,0.216720,9.299752,3.308334,7.170314,3.268758,6.970376,
1277.500000,0.217945,9.319708,3.311833,7.180719,3.272598,6.980926,
1280.000000,0.219189,9.339666,3.315342,7.191139,3.276441,6.991480,
1282.500000,0.220451,9.359627,3.318861,7.201572,3.280285,7.002037,
1285.000000,0.221732,9.379589,3.322393,7.212019,3.284132,7.012596,
1287.500000,0.223033,9.399552,3.325937,7.222480,3.287982,7.023158,
1290.000000,0.224354,9.419517,3.329494,7.232952,3.291835,7.033722,
1292.500000,0.225695,9.439480,3.333065,7.243436,3.295692,7.044288,
1295.000000,0.227056,9.459443,3.336651,7.253931,3.299552,7.054857,
1297.500000,0.228439,9.479403,3.340253,7.264435,3.303416,7.065427,
1300.000000,0.229843,9.499361,3.343871,7.274950,3.307284,7.075998,
1302.500000,0.231269,9.519315,3.347506,7.285472,3.311156,7.086571,
1305.000000,0.232717,9.539265,3.351160,7.296003,3.315033,7.097145,
1307.500000,0.234187,9.559209,3.354833,7.306541,3.318915,7.107719,
1310.000000,0.235680,9.579146,3.358525,7.317085,3.322802,7.118294,
1312.500000,0.237195,9.599077,3.362237,7.327633,3.326695,7.128869,
1315.000000,0.238734,9.618999,3.365972,7.338185,3.330593,7.139444,
1317.500000,0.240297,9.638910,3.369728,7.348741,3.334497,7.150018,
1320.000000,0.241883,9.658812,3.373507,7.359297,3.338408,7.160591,
1322.500000,0.243492,9.678700,3.377311,7.369853,3.342324,7.171163,
1325.000000,0.245127,9.698574,3.381140,7.380406,3.346248,7.181733,
1327.500000,0.246784,9.718431,3.384995,7.390954,3.350179,7.192300,
1330.000000,0.248464,9.738270,3.388875,7.401495,3.354116,7.202863,
1332.500000,0.250164,9.758087,3.392780,7.412025,3.358060,7.213421,
1335.000000,0.251884,9.777884,3.396708,7.422543,3.362010,7.223974,
1337.500000,0.253621,9.797659,3.400658,7.433047,3.365966,7.234522,
1340.000000,0.255375,9.817410,3.404629,7.443536,3.369927,7.245063,
1342.500000,0.257144,9.837138,3.408620,7.454009,3.373893,7.255599,
1345.000000,0.258926,9.856842,3.412630,7.464463,3.377864,7.266127,
1347.500000,0.260721,9.876522,3.416657,7.474899,3.381839,7.276648,
1350.000000,0.262527,9.896178,3.420701,7.485315,3.385817,7.287162,
1352.500000,0.264342,9.915809,3.424759,7.495710,3.389799,7.297668,
1355.000000,0.266166,9.935415,3.428832,7.506085,3.393783,7.308167,
1357.500000,0.267998,9.954996,3.432917,7.516437,3.397770,7.318658,
1360.000000,0.269836,9.974552,3.437013,7.526767,3.401759,7.329140,
1362.500000,0.271679,9.994084,3.441119,7.537074,3.405749,7.339615,
1365.000000,0.273526,10.013591,3.445234,7.547357,3.409740,7.350081,
1367.500000,0.275376,10.033073,3.449357,7.557616,3.413732,7.360539,
1370.000000,0.277229,10.052531,3.453486,7.567851,3.417724,7.370989,
1372.500000,0.279082,10.071965,3.457621,7.578061,3.421715,7.381430,
1375.000000,0.280935,10.091375,3.461760,7.588247,3.425706,7.391863,
1377.500000,0.282788,10.110762,3.465901,7.598408,3.429696,7.402287,
1380.000000,0.284638,10.130125,3.470045,7.608544,3.433684,7.412704,
1382.500000,0.286486,10.149465,3.474189,7.618655,3.437670,7.423111,
1385.000000,0.288331,10.168782,3.478332,7.628741,3.441653,7.433511,
1387.500000,0.290171,10.188078,3.482474,7.638801,3.445633,7.443902,
1390.000000,0.292005,10.207353,3.486613,7.648837,3.449610,7.454286,
1392.500000,0.293834,10.226605,3.490749,7.658848,3.453584,7.464662,
1395.000000,0.295656,10.245837,3.494879,7.668834,3.457553,7.475030,
1397.500000,0.297470,10.265049,3.499003,7.678795,3.461518,7.485391,
1400.000000,0.299276,10.284242,3.503121,7.688732,3.465477,7.495744,
1402.500000,0.301073,10.303414,3.507230,7.698644,3.469431,7.506090,
1405.000000,0.302860,10.322569,3.511330,7.708533,3.473379,7.516429,
1407.500000,0.304637,10.341705,3.515419,7.718399,3.477321,7.526762,
1410.000000,0.306403,10.360825,3.519497,7.728240,3.481256,7.537087,
1412.500000,0.308156,10.379927,3.523564,7.738060,3.485183,7.547407,
1415.000000,0.309898,10.399014,3.527616,7.747856,3.489104,7.557721,
1417.500000,0.311627,10.418084,3.531655,7.757630,3.493016,7.568028,
1420.000000,0.313342,10.437140,3.535678,7.767384,3.496919,7.578331,
1422.500000,0.315043,10.456183,3.539685,7.777115,3.500814,7.588629,
1425.000000,0.316730,10.475212,3.543674,7.786827,3.504699,7.598922,
1427.500000,0.318401,10.494228,3.547645,7.796518,3.508575,7.609211,
1430.000000,0.320057,10.513233,3.551597,7.806190,3.512440,7.619496,
1432.500000,0.321697,10.532227,3.555529,7.815844,3.516295,7.629777,
1435.000000,0.323320,10.551210,3.559440,7.825480,3.520139,7.640056,
1437.500000,0.324925,10.570184,3.563329,7.835098,3.523971,7.650331,
1440.000000,0.326514,10.589149,3.567194,7.844699,3.527791,7.660605,
1442.500000,0.328084,10.608108,3.571036,7.854285,3.531599,7.670877,
1445.000000,0.329635,10.627058,3.574852,7.863855,3.535393,7.681148,
1447.500000,0.331168,10.646004,3.578643,7.873412,3.539175,7.691419,
1450.000000,0.332682,10.664944,3.582407,7.882956,3.542943,7.701689,
1452.500000,0.334176,10.683880,3.586143,7.892487,3.546696,7.711960,
1455.000000,0.335650,10.702813,3.589851,7.902006,3.550435,7.722233,
1457.500000,0.337103,10.721745,3.593529,7.911515,3.554158,7.732507,
1460.000000,0.338536,10.740676,3.597176,7.921016,3.557866,7.742785,
1462.500000,0.339947,10.759607,3.600791,7.930508,3.561557,7.753066,
1465.000000,0.341337,10.778540,3.604374,7.939993,3.565231,7.763351,
1467.500000,0.342705,10.797475,3.607924,7.949473,3.568888,7.773642,
1470.000000,0.344052,10.816415,3.611438,7.958949,3.572527,7.783938,
1472.500000,0.345375,10.835360,3.614917,7.968423,3.576147,7.794242,
1475.000000,0.346676,10.854311,3.618359,7.977895,3.579748,7.804555,
1477.500000,0.347954,10.873272,3.621762,7.987369,3.583328,7.814878,
1480.000000,0.349209,10.892242,3.625127,7.996845,3.586888,7.825212,
1482.500000,0.350440,10.911226,3.628450,8.006327,3.590426,7.835558,
1485.000000,0.351647,10.930223,3.631732,8.015817,3.593940,7.845920,
1487.500000,0.352831,10.949240,3.634969,8.025318,3.597431,7.856301,
1490.000000,0.353992,10.968277,3.638164,8.034838,3.600899,7.866703,
1492.500000,0.355134,10.987338,3.641316,8.044377,3.604345,7.877131,
1495.000000,0.356259,11.006424,3.644429,8.053942,3.607771,7.887587,
1497.500000,0.357368,11.025537,3.647505,8.063533,3.611179,7.898072,
1500.000000,0.358464,11.044677,3.650544,8.073153,3.614571,7.908588,
1502.500000,0.359549,11.063845,3.653550,8.082807,3.617948,7.919138,
1505.000000,0.360624,11.083042,3.656525,8.092492,3.621313,7.929723,
1507.500000,0.361691,11.102270,3.659469,8.102213,3.624668,7.940342,
1510.000000,0.362754,11.121528,3.662387,8.111970,3.628014,7.950999,
1512.500000,0.363812,11.140816,3.665279,8.121766,3.631353,7.961693,
1515.000000,0.364868,11.160135,3.668148,8.131601,3.634688,7.972426,
1517.500000,0.365924,11.179485,3.670996,8.141478,3.638020,7.983198,
1520.000000,0.366981,11.198867,3.673825,8.151395,3.641351,7.994010,
1522.500000,0.368042,11.218280,3.676637,8.161354,3.644683,8.004862,
1525.000000,0.369107,11.237723,3.679434,8.171357,3.648018,8.015755,
1527.500000,0.370178,11.257197,3.682219,8.181405,3.651358,8.026689,
1530.000000,0.371257,11.276704,3.684993,8.191496,3.654704,8.037663,
1532.500000,0.372345,11.296240,3.687758,8.201632,3.658059,8.048679,
1535.000000,0.373443,11.315806,3.690517,8.211815,3.661425,8.059737,
1537.500000,0.374554,11.335402,3.693272,8.222043,3.664802,8.070837,
1540.000000,0.375678,11.355029,3.696024,8.232317,3.668193,8.081978,
1542.500000,0.376817,11.374685,3.698775,8.242637,3.671600,8.093160,
1545.000000,0.377971,11.394369,3.701528,8.253003,3.675024,8.104383,
1547.500000,0.379143,11.414083,3.704283,8.263416,3.678467,8.115648,
1550.000000,0.380333,11.433823,3.707044,8.273875,3.681931,8.126953,
1552.500000,0.381543,11.453591,3.709812,8.284381,3.685416,8.138299,
1555.000000,0.382774,11.473386,3.712589,8.294933,3.688926,8.149685,
1557.500000,0.384026,11.493208,3.715376,8.305532,3.692461,8.161111,
1560.000000,0.385302,11.513054,3.718176,8.316175,3.696023,8.172576,
1562.500000,0.386601,11.532927,3.720989,8.326865,3.699614,8.184080,
1565.000000,0.387925,11.552822,3.723819,8.337600,3.703234,8.195621,
1567.500000,0.389275,11.572742,3.726666,8.348379,3.706887,8.207202,
1570.000000,0.390653,11.592686,3.729533,8.359203,3.710572,8.218819,
1572.500000,0.392058,11.612651,3.732420,8.370071,3.714291,8.230473,
1575.000000,0.393492,11.632637,3.735331,8.380983,3.718047,8.242163,
1577.500000,0.394955,11.652644,3.738265,8.391938,3.721840,8.253887,
1580.000000,0.396449,11.672672,3.741225,8.402936,3.725671,8.265647,
1582.500000,0.397974,11.692719,3.744212,8.413975,3.729542,8.277440,
1585.000000,0.399531,11.712785,3.747228,8.425056,3.733455,8.289266,
1587.500000,0.401122,11.732867,3.750275,8.436176,3.737410,8.301124,
1590.000000,0.402745,11.752967,3.753353,8.447337,3.741409,8.313013,
1592.500000,0.404403,11.773083,3.756465,8.458537,3.745453,8.324934,
1595.000000,0.406096,11.793215,3.759611,8.469775,3.749543,8.336884,
1597.500000,0.407825,11.813360,3.762794,8.481051,3.753680,8.348862,
1600.000000,0.409589,11.833519,3.766014,8.492364,3.757867,8.360868,
1602.500000,0.411391,11.853691,3.769273,8.503713,3.762103,8.372900,
1605.000000,0.413230,11.873874,3.772572,8.515096,3.766390,8.384959,
1607.500000,0.415107,11.894069,3.775913,8.526513,3.770729,8.397042,
1610.000000,0.417023,11.914273,3.779296,8.537964,3.775121,8.409150,
1612.500000,0.418978,11.934486,3.782724,8.549447,3.779568,8.421280,
1615.000000,0.420973,11.954708,3.786197,8.560961,3.784070,8.433432,
1617.500000,0.423007,11.974937,3.789717,8.572505,3.788628,8.445604,
1620.000000,0.425083,11.995173,3.793284,8.584079,3.793243,8.457796,
1622.500000,0.427199,12.015413,3.796901,8.595680,3.797917,8.470007,
1625.000000,0.429357,12.035659,3.800567,8.607308,3.802650,8.482235,
1627.500000,0.431557,12.055908,3.804286,8.618962,3.807444,8.494478,
1630.000000,0.433799,12.076159,3.808056,8.630642,3.812298,8.506738,
1632.500000,0.436084,12.096413,3.811880,8.642344,3.817215,8.519010,
1635.000000,0.438412,12.116667,3.815759,8.654070,3.822195,8.531295,
1637.500000,0.440784,12.136920,3.819694,8.665815,3.827239,8.543591,
1640.000000,0.443199,12.157172,3.823685,8.677582,3.832347,8.555898,
1642.500000,0.445658,12.177423,3.827734,8.689367,3.837522,8.568213,
1645.000000,0.448162,12.197669,3.831843,8.701169,3.842763,8.580535,
1647.500000,0.450711,12.217912,3.836011,8.712988,3.848072,8.592864,
1650.000000,0.453304,12.238149,3.840240,8.724821,3.853449,8.605197,
1652.500000,0.455943,12.258379,3.844532,8.736668,3.858895,8.617534,
1655.000000,0.458627,12.278603,3.848886,8.748527,3.864412,8.629872,
1657.500000,0.461357,12.298817,3.853305,8.760396,3.869999,8.642211,
1660.000000,0.464133,12.319022,3.857788,8.772274,3.875658,8.654550,
1662.500000,0.466955,12.339216,3.862338,8.784160,3.881390,8.666884,
1665.000000,0.469824,12.359398,3.866954,8.796052,3.887195,8.679216,
1667.500000,0.472739,12.379567,3.871639,8.807948,3.893074,8.691542,
1670.000000,0.475701,12.399722,3.876392,8.819847,3.899028,8.703860,
1672.500000,0.478710,12.419862,3.881216,8.831747,3.905058,8.716169,
1675.000000,0.481766,12.439984,3.886110,8.843646,3.911165,8.728468,
1677.500000,0.484870,12.460090,3.891076,8.855543,3.917350,8.740754,
1680.000000,0.488021,12.480175,3.896116,8.867435,3.923614,8.753025,
1682.500000,0.491219,12.500239,3.901229,8.879321,3.929957,8.765280,
1685.000000,0.494465,12.520281,3.906418,8.891197,3.936380,8.777515,
1687.500000,0.497759,12.540298,3.911683,8.903063,3.942886,8.789729,
1690.000000,0.501101,12.560290,3.917026,8.914913,3.949474,8.801919,
