Opt.,Const.,of,B-Spline,vs.,nm
Wavelength(nm),n7_and_18_MS,k7_and_18_MS,n6,k6,n8_drude,k7_drude,n19_B_spline,k19_B_SPline,n19_Drude,k19_Drude
700.000000,1.984817,4.246588,2.125661,3.947292,2.484303,2.906363,2.916851,4.065024,2.690612,3.996427,
701.000000,1.986598,4.251900,2.127408,3.951810,2.486176,2.908591,2.920142,4.067808,2.692983,3.999756,
702.000000,1.988381,4.257208,2.129155,3.956324,2.488047,2.910817,2.923431,4.070588,2.695351,4.003084,
703.000000,1.990166,4.262514,2.130903,3.960835,2.489916,2.913041,2.926718,4.073364,2.697716,4.006409,
704.000000,1.991953,4.267817,2.132652,3.965343,2.491783,2.915264,2.930001,4.076136,2.700078,4.009731,
705.000000,1.993742,4.273115,2.134402,3.969847,2.493648,2.917486,2.933282,4.078904,2.702436,4.013052,
706.000000,1.995534,4.278411,2.136152,3.974348,2.495511,2.919706,2.936561,4.081667,2.704792,4.016370,
707.000000,1.997327,4.283703,2.137903,3.978845,2.497373,2.921925,2.939837,4.084426,2.707145,4.019685,
708.000000,1.999123,4.288991,2.139655,3.983338,2.499232,2.924142,2.943112,4.087181,2.709495,4.022999,
709.000000,2.000920,4.294276,2.141408,3.987827,2.501090,2.926358,2.946384,4.089931,2.711842,4.026310,
710.000000,2.002720,4.299558,2.143161,3.992313,2.502946,2.928573,2.949655,4.092677,2.714186,4.029619,
711.000000,2.004521,4.304835,2.144914,3.996795,2.504800,2.930786,2.952924,4.095417,2.716527,4.032926,
712.000000,2.006325,4.310109,2.146668,4.001273,2.506652,2.932997,2.956191,4.098153,2.718864,4.036230,
713.000000,2.008131,4.315379,2.148423,4.005747,2.508502,2.935208,2.959457,4.100883,2.721200,4.039533,
714.000000,2.009938,4.320645,2.150178,4.010217,2.510350,2.937416,2.962722,4.103606,2.723531,4.042832,
715.000000,2.011747,4.325907,2.151933,4.014682,2.512197,2.939624,2.965984,4.106324,2.725861,4.046130,
716.000000,2.013557,4.331165,2.153689,4.019144,2.514042,2.941830,2.969244,4.109035,2.728187,4.049426,
717.000000,2.015370,4.336419,2.155445,4.023602,2.515885,2.944034,2.972503,4.111741,2.730510,4.052720,
718.000000,2.017183,4.341668,2.157200,4.028055,2.517726,2.946238,2.975760,4.114440,2.732830,4.056011,
719.000000,2.018999,4.346913,2.158956,4.032504,2.519565,2.948439,2.979014,4.117132,2.735148,4.059300,
720.000000,2.020815,4.352155,2.160712,4.036949,2.521402,2.950640,2.982265,4.119818,2.737462,4.062587,
721.000000,2.022633,4.357392,2.162467,4.041389,2.523238,2.952839,2.985515,4.122496,2.739774,4.065871,
722.000000,2.024451,4.362624,2.164222,4.045825,2.525072,2.955037,2.988762,4.125168,2.742082,4.069154,
723.000000,2.026271,4.367853,2.165977,4.050258,2.526904,2.957233,2.992006,4.127833,2.744388,4.072434,
724.000000,2.028092,4.373077,2.167731,4.054685,2.528734,2.959428,2.995247,4.130490,2.746691,4.075713,
725.000000,2.029914,4.378297,2.169484,4.059109,2.530562,2.961621,2.998486,4.133141,2.748991,4.078989,
726.000000,2.031737,4.383512,2.171237,4.063528,2.532389,2.963814,3.001721,4.135784,2.751288,4.082263,
727.000000,2.033560,4.388723,2.172990,4.067943,2.534213,2.966004,3.004953,4.138420,2.753582,4.085535,
728.000000,2.035384,4.393930,2.174741,4.072353,2.536036,2.968194,3.008182,4.141048,2.755873,4.088805,
729.000000,2.037208,4.399133,2.176491,4.076760,2.537858,2.970382,3.011407,4.143670,2.758162,4.092073,
730.000000,2.039033,4.404332,2.178241,4.081162,2.539677,2.972569,3.014628,4.146284,2.760448,4.095338,
731.000000,2.040859,4.409525,2.179990,4.085560,2.541495,2.974754,3.017846,4.148890,2.762730,4.098602,
732.000000,2.042684,4.414715,2.181737,4.089954,2.543310,2.976938,3.021060,4.151489,2.765010,4.101864,
733.000000,2.044510,4.419901,2.183483,4.094343,2.545125,2.979121,3.024269,4.154080,2.767287,4.105123,
734.000000,2.046336,4.425082,2.185228,4.098729,2.546937,2.981303,3.027475,4.156664,2.769561,4.108381,
735.000000,2.048162,4.430260,2.186971,4.103110,2.548747,2.983483,3.030676,4.159241,2.771833,4.111636,
736.000000,2.049988,4.435433,2.188713,4.107487,2.550556,2.985662,3.033872,4.161810,2.774101,4.114890,
737.000000,2.051813,4.440601,2.190453,4.111861,2.552363,2.987839,3.037064,4.164371,2.776367,4.118141,
738.000000,2.053639,4.445766,2.192192,4.116230,2.554168,2.990015,3.040251,4.166925,2.778630,4.121390,
739.000000,2.055464,4.450927,2.193928,4.120595,2.555972,2.992190,3.043433,4.169472,2.780890,4.124638,
740.000000,2.057289,4.456084,2.195663,4.124956,2.557774,2.994364,3.046611,4.172011,2.783148,4.127883,
741.000000,2.059113,4.461236,2.197396,4.129313,2.559574,2.996536,3.049782,4.174543,2.785402,4.131126,
742.000000,2.060937,4.466385,2.199127,4.133667,2.561372,2.998707,3.052949,4.177068,2.787654,4.134367,
743.000000,2.062760,4.471530,2.200856,4.138017,2.563169,3.000877,3.056109,4.179585,2.789903,4.137607,
744.000000,2.064582,4.476671,2.202582,4.142363,2.564964,3.003045,3.059265,4.182095,2.792150,4.140844,
745.000000,2.066404,4.481809,2.204306,4.146706,2.566757,3.005212,3.062414,4.184597,2.794393,4.144080,
746.000000,2.068224,4.486942,2.206028,4.151044,2.568548,3.007378,3.065557,4.187093,2.796634,4.147314,
747.000000,2.070044,4.492073,2.207747,4.155380,2.570338,3.009542,3.068694,4.189581,2.798872,4.150545,
748.000000,2.071862,4.497199,2.209464,4.159712,2.572126,3.011705,3.071825,4.192062,2.801107,4.153775,
749.000000,2.073679,4.502322,2.211178,4.164041,2.573912,3.013867,3.074949,4.194537,2.803339,4.157002,
750.000000,2.075494,4.507442,2.212888,4.168366,2.575697,3.016028,3.078066,4.197005,2.805569,4.160228,
751.000000,2.077308,4.512558,2.214597,4.172689,2.577480,3.018188,3.081176,4.199466,2.807796,4.163452,
752.000000,2.079121,4.517672,2.216301,4.177009,2.579261,3.020346,3.084279,4.201921,2.810020,4.166674,
753.000000,2.080932,4.522782,2.218003,4.181325,2.581040,3.022503,3.087375,4.204369,2.812242,4.169894,
754.000000,2.082741,4.527890,2.219702,4.185640,2.582818,3.024658,3.090463,4.206811,2.814461,4.173112,
755.000000,2.084548,4.532996,2.221396,4.189952,2.584594,3.026813,3.093544,4.209248,2.816677,4.176328,
756.000000,2.086353,4.538099,2.223088,4.194262,2.586368,3.028966,3.096616,4.211679,2.818890,4.179543,
757.000000,2.088157,4.543201,2.224776,4.198571,2.588141,3.031118,3.099681,4.214105,2.821101,4.182755,
758.000000,2.089958,4.548301,2.226461,4.202878,2.589912,3.033268,3.102738,4.216526,2.823309,4.185966,
759.000000,2.091759,4.553399,2.228143,4.207183,2.591681,3.035418,3.105788,4.218943,2.825514,4.189175,
760.000000,2.093558,4.558496,2.229822,4.211488,2.593449,3.037566,3.108829,4.221355,2.827717,4.192381,
761.000000,2.095355,4.563591,2.231498,4.215792,2.595215,3.039713,3.111864,4.223764,2.829917,4.195587,
762.000000,2.097152,4.568686,2.233171,4.220094,2.596980,3.041858,3.114890,4.226168,2.832114,4.198790,
763.000000,2.098947,4.573780,2.234842,4.224396,2.598742,3.044003,3.117910,4.228569,2.834309,4.201992,
764.000000,2.100741,4.578872,2.236510,4.228698,2.600503,3.046146,3.120922,4.230966,2.836501,4.205191,
765.000000,2.102534,4.583964,2.238176,4.232999,2.602263,3.048288,3.123926,4.233360,2.838690,4.208389,
766.000000,2.104327,4.589055,2.239839,4.237299,2.604021,3.050429,3.126924,4.235751,2.840877,4.211585,
767.000000,2.106119,4.594145,2.241500,4.241599,2.605777,3.052568,3.129915,4.238138,2.843061,4.214779,
768.000000,2.107910,4.599235,2.243159,4.245899,2.607531,3.054707,3.132898,4.240522,2.845243,4.217971,
769.000000,2.109701,4.604323,2.244816,4.250199,2.609284,3.056844,3.135875,4.242904,2.847421,4.221162,
770.000000,2.111492,4.609412,2.246471,4.254498,2.611035,3.058980,3.138845,4.245283,2.849597,4.224351,
771.000000,2.113282,4.614500,2.248125,4.258798,2.612785,3.061115,3.141809,4.247659,2.851771,4.227538,
772.000000,2.115073,4.619587,2.249777,4.263097,2.614533,3.063248,3.144766,4.250033,2.853942,4.230723,
773.000000,2.116863,4.624674,2.251427,4.267397,2.616279,3.065381,3.147717,4.252404,2.856110,4.233907,
774.000000,2.118654,4.629761,2.253076,4.271696,2.618024,3.067512,3.150661,4.254773,2.858276,4.237088,
775.000000,2.120445,4.634847,2.254724,4.275996,2.619767,3.069642,3.153599,4.257140,2.860439,4.240268,
776.000000,2.122236,4.639933,2.256371,4.280295,2.621509,3.071771,3.156531,4.259504,2.862599,4.243447,
777.000000,2.124028,4.645019,2.258017,4.284595,2.623249,3.073898,3.159457,4.261867,2.864757,4.246623,
778.000000,2.125821,4.650104,2.259661,4.288896,2.624987,3.076025,3.162377,4.264227,2.866912,4.249798,
779.000000,2.127614,4.655189,2.261306,4.293196,2.626724,3.078150,3.165292,4.266586,2.869065,4.252971,
780.000000,2.129408,4.660273,2.262949,4.297496,2.628458,3.080274,3.168201,4.268942,2.871215,4.256143,
781.000000,2.131203,4.665357,2.264592,4.301797,2.630192,3.082397,3.171104,4.271297,2.873363,4.259312,
782.000000,2.132999,4.670441,2.266235,4.306098,2.631924,3.084519,3.174002,4.273650,2.875508,4.262480,
783.000000,2.134796,4.675524,2.267877,4.310399,2.633654,3.086639,3.176895,4.276001,2.877650,4.265646,
784.000000,2.136595,4.680607,2.269519,4.314700,2.635383,3.088759,3.179783,4.278351,2.879790,4.268811,
785.000000,2.138395,4.685690,2.271162,4.319001,2.637110,3.090877,3.182665,4.280699,2.881927,4.271974,
786.000000,2.140196,4.690772,2.272804,4.323303,2.638836,3.092994,3.185543,4.283045,2.884062,4.275135,
787.000000,2.141999,4.695854,2.274446,4.327604,2.640560,3.095110,3.188416,4.285390,2.886195,4.278295,
788.000000,2.143804,4.700934,2.276089,4.331906,2.642282,3.097225,3.191285,4.287733,2.888324,4.281452,
789.000000,2.145610,4.706015,2.277732,4.336208,2.644003,3.099339,3.194148,4.290074,2.890452,4.284609,
790.000000,2.147418,4.711095,2.279376,4.340510,2.645722,3.101451,3.197008,4.292414,2.892576,4.287763,
791.000000,2.149229,4.716174,2.281020,4.344811,2.647440,3.103563,3.199863,4.294753,2.894698,4.290916,
792.000000,2.151042,4.721253,2.282666,4.349113,2.649156,3.105673,3.202714,4.297090,2.896818,4.294067,
793.000000,2.152856,4.726331,2.284312,4.353415,2.650871,3.107782,3.205561,4.299425,2.898935,4.297217,
794.000000,2.154673,4.731408,2.285959,4.357717,2.652584,3.109890,3.208404,4.301759,2.901050,4.300365,
795.000000,2.156493,4.736484,2.287607,4.362018,2.654295,3.111997,3.211244,4.304091,2.903162,4.303512,
796.000000,2.158315,4.741559,2.289257,4.366319,2.656005,3.114103,3.214079,4.306422,2.905272,4.306656,
797.000000,2.160140,4.746633,2.290908,4.370620,2.657713,3.116207,3.216912,4.308751,2.907379,4.309799,
798.000000,2.161967,4.751706,2.292561,4.374920,2.659420,3.118311,3.219741,4.311079,2.909483,4.312941,
799.000000,2.163798,4.756777,2.294215,4.379220,2.661125,3.120413,3.222567,4.313404,2.911586,4.316081,
800.000000,2.165631,4.761847,2.295871,4.383519,2.662829,3.122515,3.225389,4.315728,2.913685,4.319219,
801.000000,2.167467,4.766916,2.297529,4.387817,2.664531,3.124615,3.228209,4.318050,2.915783,4.322356,
802.000000,2.169307,4.771983,2.299188,4.392114,2.666232,3.126714,3.231027,4.320371,2.917877,4.325491,
803.000000,2.171150,4.777049,2.300851,4.396410,2.667931,3.128812,3.233842,4.322690,2.919970,4.328625,
804.000000,2.172997,4.782112,2.302515,4.400705,2.669629,3.130909,3.236654,4.325006,2.922060,4.331757,
805.000000,2.174846,4.787173,2.304182,4.404999,2.671325,3.133005,3.239465,4.327319,2.924147,4.334888,
806.000000,2.176700,4.792232,2.305851,4.409290,2.673020,3.135099,3.242273,4.329630,2.926232,4.338017,
807.000000,2.178556,4.797287,2.307523,4.413579,2.674713,3.137193,3.245079,4.331938,2.928314,4.341144,
808.000000,2.180416,4.802340,2.309197,4.417866,2.676404,3.139285,3.247882,4.334243,2.930395,4.344269,
809.000000,2.182280,4.807390,2.310873,4.422151,2.678095,3.141377,3.250684,4.336545,2.932472,4.347394,
810.000000,2.184146,4.812437,2.312551,4.426433,2.679783,3.143467,3.253483,4.338844,2.934548,4.350516,
811.000000,2.186015,4.817480,2.314231,4.430713,2.681470,3.145556,3.256280,4.341139,2.936620,4.353638,
812.000000,2.187888,4.822520,2.315913,4.434989,2.683156,3.147645,3.259074,4.343431,2.938691,4.356758,
813.000000,2.189763,4.827557,2.317597,4.439263,2.684840,3.149732,3.261866,4.345718,2.940759,4.359876,
814.000000,2.191641,4.832589,2.319282,4.443533,2.686522,3.151818,3.264656,4.348002,2.942824,4.362992,
815.000000,2.193522,4.837618,2.320970,4.447801,2.688204,3.153903,3.267443,4.350283,2.944888,4.366107,
816.000000,2.195406,4.842644,2.322659,4.452065,2.689883,3.155986,3.270228,4.352560,2.946948,4.369221,
817.000000,2.197292,4.847665,2.324350,4.456326,2.691561,3.158069,3.273010,4.354832,2.949007,4.372333,
818.000000,2.199181,4.852683,2.326042,4.460583,2.693238,3.160151,3.275789,4.357100,2.951063,4.375444,
819.000000,2.201072,4.857697,2.327735,4.464838,2.694913,3.162232,3.278566,4.359365,2.953116,4.378553,
820.000000,2.202966,4.862706,2.329430,4.469088,2.696587,3.164311,3.281340,4.361624,2.955168,4.381660,
821.000000,2.204862,4.867711,2.331126,4.473334,2.698259,3.166390,3.284111,4.363880,2.957217,4.384767,
822.000000,2.206760,4.872712,2.332824,4.477577,2.699930,3.168467,3.286880,4.366131,2.959263,4.387872,
823.000000,2.208660,4.877709,2.334522,4.481817,2.701599,3.170544,3.289645,4.368379,2.961307,4.390975,
824.000000,2.210562,4.882701,2.336221,4.486052,2.703267,3.172619,3.292407,4.370621,2.963349,4.394077,
825.000000,2.212467,4.887689,2.337921,4.490283,2.704934,3.174694,3.295166,4.372859,2.965389,4.397177,
826.000000,2.214373,4.892673,2.339622,4.494511,2.706599,3.176767,3.297923,4.375093,2.967426,4.400276,
827.000000,2.216281,4.897652,2.341324,4.498735,2.708262,3.178839,3.300676,4.377322,2.969460,4.403373,
828.000000,2.218190,4.902627,2.343026,4.502954,2.709924,3.180910,3.303426,4.379546,2.971493,4.406469,
829.000000,2.220101,4.907597,2.344729,4.507170,2.711585,3.182981,3.306172,4.381766,2.973523,4.409564,
830.000000,2.222014,4.912562,2.346433,4.511382,2.713244,3.185050,3.308915,4.383981,2.975551,4.412657,
831.000000,2.223928,4.917523,2.348136,4.515589,2.714901,3.187118,3.311655,4.386191,2.977576,4.415749,
832.000000,2.225844,4.922479,2.349840,4.519793,2.716558,3.189185,3.314391,4.388397,2.979599,4.418839,
833.000000,2.227760,4.927431,2.351545,4.523992,2.718212,3.191251,3.317124,4.390598,2.981620,4.421928,
834.000000,2.229678,4.932378,2.353249,4.528186,2.719866,3.193316,3.319853,4.392794,2.983638,4.425015,
835.000000,2.231597,4.937320,2.354953,4.532377,2.721518,3.195380,3.322578,4.394985,2.985654,4.428102,
836.000000,2.233517,4.942258,2.356657,4.536564,2.723168,3.197443,3.325300,4.397171,2.987668,4.431186,
837.000000,2.235438,4.947191,2.358361,4.540746,2.724817,3.199506,3.328017,4.399353,2.989680,4.434269,
838.000000,2.237360,4.952119,2.360065,4.544924,2.726465,3.201566,3.330731,4.401530,2.991689,4.437351,
839.000000,2.239283,4.957043,2.361769,4.549098,2.728111,3.203627,3.333441,4.403702,2.993696,4.440432,
840.000000,2.241206,4.961961,2.363472,4.553268,2.729756,3.205686,3.336147,4.405869,2.995701,4.443511,
841.000000,2.243130,4.966876,2.365175,4.557433,2.731399,3.207744,3.338849,4.408031,2.997703,4.446589,
842.000000,2.245055,4.971785,2.366877,4.561594,2.733041,3.209800,3.341546,4.410189,2.999703,4.449665,
843.000000,2.246980,4.976689,2.368578,4.565751,2.734682,3.211857,3.344239,4.412342,3.001701,4.452740,
844.000000,2.248905,4.981589,2.370278,4.569904,2.736321,3.213912,3.346929,4.414489,3.003696,4.455814,
845.000000,2.250831,4.986484,2.371978,4.574052,2.737959,3.215966,3.349613,4.416632,3.005690,4.458886,
846.000000,2.252757,4.991374,2.373677,4.578197,2.739595,3.218019,3.352293,4.418770,3.007681,4.461957,
847.000000,2.254683,4.996260,2.375375,4.582336,2.741230,3.220071,3.354969,4.420904,3.009670,4.465026,
848.000000,2.256609,5.001141,2.377072,4.586472,2.742864,3.222122,3.357640,4.423032,3.011656,4.468095,
849.000000,2.258535,5.006017,2.378767,4.590604,2.744496,3.224172,3.360307,4.425156,3.013640,4.471161,
850.000000,2.260461,5.010889,2.380461,4.594731,2.746127,3.226221,3.362968,4.427275,3.015622,4.474227,
851.000000,2.262386,5.015756,2.382154,4.598855,2.747756,3.228269,3.365625,4.429389,3.017602,4.477292,
852.000000,2.264312,5.020618,2.383846,4.602974,2.749384,3.230316,3.368277,4.431498,3.019580,4.480354,
853.000000,2.266237,5.025476,2.385535,4.607089,2.751011,3.232362,3.370924,4.433603,3.021555,4.483416,
854.000000,2.268162,5.030329,2.387224,4.611200,2.752636,3.234407,3.373566,4.435703,3.023528,4.486476,
855.000000,2.270086,5.035178,2.388910,4.615308,2.754260,3.236451,3.376204,4.437798,3.025499,4.489535,
856.000000,2.272009,5.040022,2.390595,4.619411,2.755882,3.238495,3.378835,4.439888,3.027468,4.492593,
857.000000,2.273932,5.044862,2.392278,4.623510,2.757504,3.240537,3.381462,4.441975,3.029434,4.495649,
858.000000,2.275854,5.049698,2.393959,4.627606,2.759123,3.242578,3.384083,4.444056,3.031399,4.498704,
859.000000,2.277776,5.054529,2.395638,4.631698,2.760742,3.244619,3.386699,4.446133,3.033360,4.501758,
860.000000,2.279696,5.059356,2.397314,4.635786,2.762359,3.246658,3.389309,4.448206,3.035320,4.504810,
861.000000,2.281615,5.064178,2.398988,4.639871,2.763974,3.248696,3.391914,4.450274,3.037278,4.507862,
862.000000,2.283533,5.068997,2.400660,4.643952,2.765589,3.250734,3.394513,4.452338,3.039233,4.510911,
863.000000,2.285450,5.073812,2.402330,4.648031,2.767201,3.252770,3.397106,4.454398,3.041187,4.513960,
864.000000,2.287367,5.078623,2.403997,4.652106,2.768813,3.254806,3.399694,4.456454,3.043138,4.517007,
865.000000,2.289282,5.083431,2.405663,4.656178,2.770423,3.256840,3.402276,4.458506,3.045087,4.520053,
866.000000,2.291196,5.088234,2.407325,4.660246,2.772032,3.258874,3.404852,4.460555,3.047033,4.523098,
867.000000,2.293109,5.093034,2.408986,4.664312,2.773640,3.260907,3.407423,4.462599,3.048978,4.526142,
868.000000,2.295021,5.097830,2.410644,4.668375,2.775246,3.262938,3.409988,4.464639,3.050920,4.529184,
869.000000,2.296931,5.102623,2.412300,4.672436,2.776851,3.264969,3.412547,4.466676,3.052860,4.532225,
870.000000,2.298841,5.107412,2.413954,4.676493,2.778454,3.266999,3.415101,4.468709,3.054798,4.535265,
871.000000,2.300750,5.112198,2.415605,4.680548,2.780056,3.269028,3.417648,4.470739,3.056734,4.538303,
872.000000,2.302657,5.116980,2.417254,4.684600,2.781657,3.271056,3.420190,4.472765,3.058668,4.541341,
873.000000,2.304564,5.121759,2.418900,4.688650,2.783257,3.273083,3.422727,4.474788,3.060600,4.544377,
874.000000,2.306469,5.126534,2.420545,4.692697,2.784855,3.275110,3.425257,4.476808,3.062529,4.547412,
875.000000,2.308373,5.131307,2.422187,4.696742,2.786452,3.277135,3.427782,4.478824,3.064456,4.550446,
876.000000,2.310276,5.136075,2.423827,4.700784,2.788047,3.279159,3.430301,4.480836,3.066381,4.553478,
877.000000,2.312178,5.140841,2.425465,4.704823,2.789641,3.281183,3.432814,4.482845,3.068305,4.556509,
878.000000,2.314079,5.145604,2.427100,4.708860,2.791234,3.283205,3.435322,4.484852,3.070225,4.559539,
879.000000,2.315979,5.150363,2.428734,4.712896,2.792826,3.285227,3.437824,4.486855,3.072144,4.562568,
880.000000,2.317878,5.155119,2.430365,4.716928,2.794416,3.287247,3.440320,4.488854,3.074061,4.565595,
881.000000,2.319775,5.159873,2.431993,4.720959,2.796005,3.289267,3.442810,4.490851,3.075975,4.568622,
882.000000,2.321671,5.164623,2.433620,4.724988,2.797593,3.291286,3.445294,4.492845,3.077888,4.571647,
883.000000,2.323567,5.169370,2.435244,4.729013,2.799179,3.293303,3.447773,4.494836,3.079798,4.574671,
884.000000,2.325461,5.174114,2.436867,4.733037,2.800764,3.295321,3.450246,4.496824,3.081707,4.577693,
885.000000,2.327354,5.178855,2.438487,4.737060,2.802347,3.297337,3.452714,4.498809,3.083612,4.580715,
886.000000,2.329246,5.183593,2.440104,4.741079,2.803930,3.299352,3.455175,4.500791,3.085517,4.583736,
887.000000,2.331137,5.188328,2.441720,4.745097,2.805511,3.301366,3.457631,4.502770,3.087419,4.586755,
888.000000,2.333027,5.193060,2.443334,4.749113,2.807091,3.303380,3.460081,4.504746,3.089318,4.589773,
889.000000,2.334915,5.197790,2.444945,4.753127,2.808669,3.305392,3.462526,4.506720,3.091216,4.592790,
890.000000,2.336803,5.202516,2.446555,4.757139,2.810246,3.307404,3.464965,4.508691,3.093112,4.595806,
891.000000,2.338690,5.207240,2.448162,4.761149,2.811822,3.309414,3.467398,4.510659,3.095005,4.598820,
892.000000,2.340575,5.211960,2.449767,4.765157,2.813397,3.311424,3.469825,4.512625,3.096897,4.601834,
893.000000,2.342459,5.216678,2.451370,4.769164,2.814970,3.313433,3.472247,4.514588,3.098786,4.604846,
894.000000,2.344342,5.221394,2.452971,4.773168,2.816542,3.315441,3.474663,4.516548,3.100674,4.607857,
895.000000,2.346224,5.226106,2.454570,4.777171,2.818113,3.317448,3.477073,4.518506,3.102559,4.610867,
896.000000,2.348105,5.230816,2.456167,4.781172,2.819683,3.319454,3.479478,4.520462,3.104442,4.613876,
897.000000,2.349985,5.235523,2.457762,4.785171,2.821251,3.321460,3.481876,4.522415,3.106323,4.616883,
898.000000,2.351864,5.240227,2.459354,4.789168,2.822818,3.323464,3.484270,4.524365,3.108203,4.619890,
899.000000,2.353741,5.244929,2.460945,4.793164,2.824383,3.325468,3.486657,4.526313,3.110080,4.622895,
900.000000,2.355618,5.249628,2.462534,4.797158,2.825948,3.327471,3.489039,4.528259,3.111955,4.625900,
901.000000,2.357493,5.254324,2.464121,4.801150,2.827511,3.329472,3.491416,4.530202,3.113828,4.628903,
902.000000,2.359367,5.259018,2.465706,4.805140,2.829073,3.331473,3.493786,4.532143,3.115699,4.631905,
903.000000,2.361241,5.263710,2.467288,4.809130,2.830634,3.333473,3.496151,4.534082,3.117568,4.634906,
904.000000,2.363113,5.268398,2.468869,4.813117,2.832193,3.335473,3.498511,4.536018,3.119435,4.637906,
905.000000,2.364984,5.273084,2.470448,4.817103,2.833751,3.337471,3.500864,4.537953,3.121300,4.640904,
906.000000,2.366853,5.277768,2.472025,4.821087,2.835308,3.339468,3.503212,4.539885,3.123163,4.643902,
907.000000,2.368722,5.282449,2.473600,4.825069,2.836864,3.341465,3.505555,4.541815,3.125023,4.646898,
908.000000,2.370589,5.287127,2.475173,4.829051,2.838418,3.343461,3.507892,4.543743,3.126882,4.649894,
909.000000,2.372456,5.291803,2.476744,4.833030,2.839971,3.345456,3.510223,4.545668,3.128739,4.652888,
910.000000,2.374321,5.296477,2.478313,4.837008,2.841523,3.347450,3.512549,4.547592,3.130594,4.655881,
911.000000,2.376185,5.301148,2.479880,4.840985,2.843073,3.349443,3.514869,4.549514,3.132447,4.658874,
912.000000,2.378048,5.305817,2.481446,4.844960,2.844623,3.351436,3.517183,4.551433,3.134297,4.661864,
913.000000,2.379910,5.310483,2.483009,4.848934,2.846171,3.353427,3.519492,4.553351,3.136146,4.664855,
914.000000,2.381771,5.315147,2.484571,4.852906,2.847718,3.355418,3.521796,4.555266,3.137993,4.667843,
915.000000,2.383631,5.319809,2.486130,4.856876,2.849263,3.357408,3.524093,4.557180,3.139838,4.670831,
916.000000,2.385489,5.324468,2.487688,4.860846,2.850808,3.359397,3.526386,4.559092,3.141681,4.673818,
917.000000,2.387347,5.329125,2.489244,4.864814,2.852351,3.361385,3.528672,4.561002,3.143522,4.676804,
918.000000,2.389203,5.333779,2.490798,4.868781,2.853893,3.363372,3.530953,4.562910,3.145360,4.679788,
919.000000,2.391058,5.338432,2.492350,4.872746,2.855433,3.365359,3.533229,4.564816,3.147197,4.682772,
920.000000,2.392912,5.343082,2.493901,4.876709,2.856973,3.367344,3.535499,4.566721,3.149032,4.685754,
921.000000,2.394764,5.347730,2.495449,4.880672,2.858511,3.369329,3.537763,4.568624,3.150865,4.688735,
922.000000,2.396616,5.352375,2.496996,4.884634,2.860048,3.371313,3.540022,4.570525,3.152696,4.691716,
923.000000,2.398466,5.357018,2.498541,4.888593,2.861584,3.373296,3.542276,4.572424,3.154526,4.694695,
924.000000,2.400316,5.361660,2.500084,4.892552,2.863119,3.375278,3.544524,4.574322,3.156353,4.697673,
925.000000,2.402164,5.366298,2.501626,4.896510,2.864652,3.377260,3.546766,4.576218,3.158178,4.700651,
926.000000,2.404010,5.370935,2.503165,4.900465,2.866184,3.379240,3.549003,4.578112,3.160001,4.703627,
927.000000,2.405856,5.375570,2.504703,4.904421,2.867715,3.381220,3.551234,4.580005,3.161822,4.706602,
928.000000,2.407700,5.380203,2.506238,4.908374,2.869245,3.383199,3.553460,4.581897,3.163641,4.709576,
929.000000,2.409544,5.384833,2.507773,4.912327,2.870774,3.385177,3.555680,4.583786,3.165459,4.712549,
930.000000,2.411386,5.389462,2.509305,4.916278,2.872301,3.387155,3.557895,4.585675,3.167274,4.715521,
931.000000,2.413227,5.394089,2.510836,4.920229,2.873827,3.389131,3.560104,4.587562,3.169088,4.718493,
932.000000,2.415067,5.398714,2.512365,4.924178,2.875352,3.391107,3.562308,4.589447,3.170899,4.721462,
933.000000,2.416905,5.403337,2.513892,4.928126,2.876876,3.393082,3.564507,4.591332,3.172709,4.724432,
934.000000,2.418743,5.407958,2.515418,4.932073,2.878398,3.395056,3.566700,4.593215,3.174517,4.727399,
935.000000,2.420580,5.412577,2.516941,4.936019,2.879920,3.397029,3.568887,4.595097,3.176322,4.730367,
936.000000,2.422415,5.417194,2.518464,4.939964,2.881440,3.399002,3.571069,4.596977,3.178127,4.733333,
937.000000,2.424250,5.421810,2.519984,4.943907,2.882959,3.400973,3.573246,4.598856,3.179929,4.736298,
938.000000,2.426083,5.426423,2.521503,4.947850,2.884476,3.402944,3.575418,4.600734,3.181729,4.739262,
939.000000,2.427916,5.431035,2.523020,4.951792,2.885993,3.404914,3.577584,4.602611,3.183527,4.742225,
940.000000,2.429747,5.435645,2.524536,4.955732,2.887509,3.406883,3.579745,4.604486,3.185323,4.745187,
941.000000,2.431577,5.440253,2.526050,4.959672,2.889023,3.408852,3.581901,4.606361,3.187117,4.748147,
942.000000,2.433407,5.444859,2.527562,4.963611,2.890536,3.410819,3.584051,4.608234,3.188910,4.751108,
943.000000,2.435235,5.449464,2.529073,4.967548,2.892048,3.412786,3.586196,4.610106,3.190700,4.754067,
944.000000,2.437063,5.454067,2.530582,4.971485,2.893559,3.414752,3.588336,4.611978,3.192489,4.757025,
945.000000,2.438889,5.458668,2.532090,4.975420,2.895068,3.416717,3.590470,4.613848,3.194276,4.759982,
946.000000,2.440715,5.463267,2.533596,4.979355,2.896576,3.418682,3.592600,4.615717,3.196061,4.762938,
947.000000,2.442539,5.467865,2.535101,4.983288,2.898083,3.420645,3.594724,4.617585,3.197844,4.765893,
