Opt.,Const.,of,B-Spline,vs.,nm
Wavelength(nm),n7_and_18_MS,k7_and_18_MS,n6,k6,n8_drude,k7_drude,n19_B_spline,k19_B_SPline,n19_Drude,k19_Drude
1480.000000,3.345743,7.721169,3.220441,6.992670,3.571271,4.384578,4.281628,5.675889,3.942567,6.253428,
1482.500000,3.349273,7.730694,3.222983,7.001552,3.573943,4.388810,4.283559,5.681216,3.945309,6.260151,
1485.000000,3.352759,7.740229,3.225487,7.010445,3.576611,4.393041,4.285458,5.686551,3.948046,6.266872,
1487.500000,3.356200,7.749776,3.227952,7.019353,3.579275,4.397270,4.287323,5.691897,3.950778,6.273591,
1490.000000,3.359598,7.759343,3.230379,7.028280,3.581936,4.401496,4.289155,5.697258,3.953504,6.280309,
1492.500000,3.362954,7.768933,3.232768,7.037230,3.584593,4.405721,4.290953,5.702638,3.956224,6.287026,
1495.000000,3.366269,7.778548,3.235121,7.046206,3.587247,4.409944,4.292718,5.708037,3.958940,6.293742,
1497.500000,3.369547,7.788192,3.237441,7.055210,3.589897,4.414165,4.294452,5.713459,3.961650,6.300456,
1500.000000,3.372789,7.797867,3.239729,7.064245,3.592543,4.418383,4.296156,5.718904,3.964354,6.307168,
1502.500000,3.375998,7.807576,3.241988,7.073313,3.595186,4.422600,4.297830,5.724376,3.967053,6.313879,
1505.000000,3.379175,7.817320,3.244219,7.082415,3.597825,4.426815,4.299477,5.729877,3.969747,6.320590,
1507.500000,3.382323,7.827101,3.246424,7.091554,3.600461,4.431028,4.301096,5.735406,3.972435,6.327298,
1510.000000,3.385444,7.836921,3.248606,7.100730,3.603093,4.435239,4.302691,5.740966,3.975118,6.334006,
1512.500000,3.388541,7.846781,3.250767,7.109945,3.605721,4.439448,4.304261,5.746558,3.977796,6.340712,
1515.000000,3.391615,7.856682,3.252908,7.119201,3.608346,4.443655,4.305809,5.752183,3.980468,6.347416,
1517.500000,3.394669,7.866626,3.255031,7.128497,3.610968,4.447860,4.307335,5.757843,3.983135,6.354120,
1520.000000,3.397706,7.876613,3.257139,7.137836,3.613586,4.452063,4.308841,5.763539,3.985797,6.360822,
1522.500000,3.400726,7.886644,3.259234,7.147217,3.616200,4.456264,4.310329,5.769270,3.988453,6.367523,
1525.000000,3.403733,7.896721,3.261317,7.156642,3.618811,4.460464,4.311800,5.775039,3.991105,6.374223,
1527.500000,3.406730,7.906843,3.263391,7.166112,3.621418,4.464662,4.313255,5.780846,3.993751,6.380921,
1530.000000,3.409717,7.917012,3.265458,7.175626,3.624022,4.468857,4.314697,5.786691,3.996392,6.387618,
1532.500000,3.412697,7.927227,3.267520,7.185185,3.626623,4.473051,4.316125,5.792576,3.999027,6.394314,
1535.000000,3.415672,7.937490,3.269578,7.194790,3.629220,4.477243,4.317542,5.798501,4.001658,6.401009,
1537.500000,3.418645,7.947799,3.271634,7.204441,3.631813,4.481433,4.318950,5.804466,4.004283,6.407702,
1540.000000,3.421617,7.958157,3.273691,7.214137,3.634403,4.485621,4.320348,5.810472,4.006903,6.414394,
1542.500000,3.424590,7.968562,3.275751,7.223880,3.636990,4.489807,4.321741,5.816519,4.009519,6.421085,
1545.000000,3.427567,7.979015,3.277814,7.233669,3.639573,4.493991,4.323127,5.822608,4.012128,6.427775,
1547.500000,3.430549,7.989516,3.279884,7.243505,3.642152,4.498174,4.324509,5.828739,4.014733,6.434464,
1550.000000,3.433538,8.000065,3.281961,7.253386,3.644729,4.502355,4.325889,5.834912,4.017333,6.441151,
1552.500000,3.436537,8.010662,3.284048,7.263314,3.647301,4.506534,4.327268,5.841128,4.019928,6.447837,
1555.000000,3.439548,8.021306,3.286146,7.273288,3.649871,4.510711,4.328646,5.847386,4.022517,6.454523,
1557.500000,3.442571,8.031998,3.288257,7.283308,3.652437,4.514886,4.330026,5.853687,4.025102,6.461206,
1560.000000,3.445609,8.042736,3.290383,7.293373,3.654999,4.519059,4.331409,5.860031,4.027681,6.467889,
1562.500000,3.448664,8.053521,3.292526,7.303483,3.657559,4.523231,4.332797,5.866417,4.030255,6.474571,
1565.000000,3.451738,8.064352,3.294687,7.313638,3.660115,4.527400,4.334190,5.872847,4.032825,6.481251,
1567.500000,3.454832,8.075230,3.296868,7.323838,3.662667,4.531569,4.335590,5.879320,4.035389,6.487931,
1570.000000,3.457948,8.086152,3.299070,7.334082,3.665216,4.535735,4.336998,5.885835,4.037949,6.494609,
1572.500000,3.461088,8.097120,3.301295,7.344369,3.667762,4.539899,4.338417,5.892393,4.040503,6.501286,
1575.000000,3.464254,8.108132,3.303545,7.354700,3.670304,4.544062,4.339846,5.898994,4.043053,6.507962,
1577.500000,3.467447,8.119188,3.305821,7.365073,3.672843,4.548223,4.341288,5.905637,4.045597,6.514637,
1580.000000,3.470668,8.130287,3.308124,7.375488,3.675379,4.552382,4.342743,5.912322,4.048137,6.521311,
1582.500000,3.473920,8.141428,3.310457,7.385944,3.677912,4.556539,4.344214,5.919049,4.050672,6.527984,
1585.000000,3.477204,8.152612,3.312820,7.396441,3.680441,4.560694,4.345701,5.925818,4.053202,6.534655,
1587.500000,3.480522,8.163836,3.315216,7.406978,3.682966,4.564848,4.347206,5.932629,4.055727,6.541326,
1590.000000,3.483875,8.175099,3.317645,7.417554,3.685489,4.569000,4.348729,5.939480,4.058247,6.547995,
1592.500000,3.487264,8.186403,3.320109,7.428169,3.688008,4.573151,4.350272,5.946372,4.060761,6.554664,
1595.000000,3.490691,8.197746,3.322608,7.438822,3.690524,4.577299,4.351837,5.953305,4.063272,6.561331,
1597.500000,3.494158,8.209126,3.325146,7.449511,3.693037,4.581446,4.353425,5.960277,4.065778,6.567997,
1600.000000,3.497666,8.220543,3.327723,7.460237,3.695546,4.585591,4.355036,5.967289,4.068278,6.574663,
1602.500000,3.501216,8.231996,3.330339,7.470998,3.698052,4.589734,4.356672,5.974340,4.070774,6.581327,
1605.000000,3.504809,8.243484,3.332997,7.481793,3.700555,4.593876,4.358335,5.981430,4.073265,6.587990,
1607.500000,3.508448,8.255005,3.335698,7.492622,3.703055,4.598016,4.360024,5.988557,4.075752,6.594653,
1610.000000,3.512133,8.266560,3.338443,7.503483,3.705551,4.602154,4.361742,5.995722,4.078233,6.601314,
1612.500000,3.515866,8.278147,3.341233,7.514376,3.708045,4.606291,4.363491,6.002924,4.080710,6.607974,
1615.000000,3.519648,8.289763,3.344069,7.525300,3.710535,4.610425,4.365270,6.010163,4.083182,6.614633,
1617.500000,3.523479,8.301411,3.346953,7.536253,3.713021,4.614559,4.367080,6.017437,4.085649,6.621291,
1620.000000,3.527363,8.313087,3.349885,7.547235,3.715505,4.618690,4.368925,6.024747,4.088112,6.627949,
1622.500000,3.531298,8.324791,3.352867,7.558244,3.717985,4.622820,4.370803,6.032091,4.090570,6.634605,
1625.000000,3.535288,8.336520,3.355901,7.569280,3.720462,4.626948,4.372716,6.039468,4.093023,6.641260,
1627.500000,3.539333,8.348275,3.358986,7.580341,3.722936,4.631075,4.374667,6.046879,4.095472,6.647914,
1630.000000,3.543433,8.360055,3.362124,7.591426,3.725407,4.635200,4.376655,6.054322,4.097916,6.654568,
1632.500000,3.547591,8.371857,3.365316,7.602534,3.727875,4.639323,4.378681,6.061797,4.100355,6.661220,
1635.000000,3.551808,8.383680,3.368563,7.613665,3.730339,4.643444,4.380747,6.069303,4.102789,6.667871,
1637.500000,3.556084,8.395524,3.371867,7.624816,3.732800,4.647564,4.382854,6.076839,4.105219,6.674522,
1640.000000,3.560420,8.407387,3.375228,7.635987,3.735259,4.651682,4.385003,6.084404,4.107645,6.681172,
1642.500000,3.564818,8.419267,3.378646,7.647175,3.737714,4.655799,4.387195,6.091998,4.110065,6.687820,
1645.000000,3.569279,8.431164,3.382124,7.658381,3.740165,4.659914,4.389430,6.099618,4.112482,6.694468,
1647.500000,3.573803,8.443075,3.385663,7.669603,3.742614,4.664027,4.391711,6.107266,4.114893,6.701115,
1650.000000,3.578392,8.455000,3.389262,7.680840,3.745060,4.668139,4.394037,6.114940,4.117300,6.707761,
1652.500000,3.583047,8.466937,3.392923,7.692089,3.747503,4.672249,4.396411,6.122638,4.119702,6.714406,
1655.000000,3.587769,8.478885,3.396647,7.703350,3.749942,4.676358,4.398833,6.130361,4.122100,6.721050,
1657.500000,3.592558,8.490841,3.400435,7.714621,3.752378,4.680465,4.401304,6.138106,4.124494,6.727694,
1660.000000,3.597416,8.502805,3.404288,7.725901,3.754812,4.684570,4.403825,6.145873,4.126883,6.734336,
1662.500000,3.602344,8.514775,3.408206,7.737189,3.757242,4.688674,4.406397,6.153660,4.129267,6.740977,
1665.000000,3.607342,8.526750,3.412191,7.748483,3.759669,4.692776,4.409022,6.161468,4.131647,6.747618,
1667.500000,3.612412,8.538727,3.416243,7.759780,3.762093,4.696877,4.411700,6.169294,4.134022,6.754258,
1670.000000,3.617555,8.550704,3.420364,7.771081,3.764514,4.700975,4.414433,6.177137,4.136393,6.760897,
1672.500000,3.622772,8.562681,3.424555,7.782383,3.766932,4.705073,4.417220,6.184997,4.138760,6.767535,
1675.000000,3.628063,8.574656,3.428815,7.793684,3.769346,4.709169,4.420064,6.192871,4.141121,6.774172,
1677.500000,3.633430,8.586625,3.433147,7.804983,3.771758,4.713263,4.422966,6.200759,4.143479,6.780808,
1680.000000,3.638873,8.598588,3.437551,7.816278,3.774167,4.717356,4.425927,6.208659,4.145832,6.787444,
1682.500000,3.644394,8.610541,3.442028,7.827566,3.776573,4.721447,4.428948,6.216570,4.148181,6.794078,
1685.000000,3.649994,8.622484,3.446580,7.838846,3.778975,4.725537,4.432030,6.224490,4.150525,6.800712,
1687.500000,3.655675,8.634413,3.451206,7.850114,3.781375,4.729625,4.435175,6.232417,4.152865,6.807345,
1690.000000,3.661437,8.646324,3.455910,7.861370,3.783772,4.733711,4.438384,6.240349,4.155201,6.813978,
