Opt.,Const.,of,B-Spline,vs.,nm
Wavelength(nm),n_21,k_21,n22,k22,n23,k23,n124,k124,n_Pd_model,k_Pd_model
750.000000,4.140467,2.478931,4.226184,2.479199,4.411005,2.415678,4.548465,1.939729,4.862648,
751.000000,4.144302,2.480514,4.230137,2.481097,4.415231,2.417712,4.552893,1.941444,4.867218,
752.000000,4.148135,2.482093,4.234089,2.482993,4.419454,2.419744,4.557319,1.943159,4.871782,
753.000000,4.151966,2.483670,4.238039,2.484887,4.423674,2.421776,4.561743,1.944871,4.876343,
754.000000,4.155793,2.485243,4.241988,2.486779,4.427891,2.423806,4.566165,1.946582,4.880899,
755.000000,4.159618,2.486813,4.245935,2.488669,4.432105,2.425835,4.570586,1.948292,4.885452,
756.000000,4.163440,2.488380,4.249882,2.490556,4.436316,2.427863,4.575005,1.950000,4.890000,
757.000000,4.167261,2.489943,4.253827,2.492443,4.440525,2.429890,4.579422,1.951736,4.894747,
758.000000,4.171079,2.491503,4.257771,2.494327,4.444730,2.431916,4.583838,1.953471,4.899490,
759.000000,4.174895,2.493060,4.261715,2.496209,4.448934,2.433940,4.588253,1.955204,4.904228,
760.000000,4.178710,2.494613,4.265658,2.498090,4.453135,2.435964,4.592666,1.956936,4.908961,
761.000000,4.182523,2.496164,4.269600,2.499969,4.457334,2.437987,4.597077,1.958666,4.913690,
762.000000,4.186336,2.497711,4.273543,2.501847,4.461531,2.440009,4.601487,1.960395,4.918415,
763.000000,4.190146,2.499256,4.277484,2.503723,4.465725,2.442030,4.605896,1.962122,4.923134,
764.000000,4.193956,2.500797,4.281426,2.505598,4.469918,2.444051,4.610304,1.963848,4.927850,
765.000000,4.197765,2.502336,4.285367,2.507472,4.474110,2.446070,4.614710,1.965572,4.932560,
766.000000,4.201574,2.503872,4.289309,2.509344,4.478300,2.448089,4.619115,1.967294,4.937267,
767.000000,4.205382,2.505405,4.293250,2.511215,4.482488,2.450107,4.623519,1.969015,4.941969,
768.000000,4.209189,2.506936,4.297192,2.513084,4.486674,2.452124,4.627923,1.970735,4.946666,
769.000000,4.212997,2.508464,4.301133,2.514953,4.490860,2.454141,4.632324,1.972453,4.951359,
770.000000,4.216805,2.509990,4.305074,2.516821,4.495044,2.456157,4.636725,1.974170,4.956048,
771.000000,4.220612,2.511513,4.309016,2.518687,4.499227,2.458172,4.641125,1.975885,4.960732,
772.000000,4.224420,2.513034,4.312958,2.520553,4.503409,2.460187,4.645525,1.977599,4.965411,
773.000000,4.228229,2.514553,4.316900,2.522418,4.507590,2.462201,4.649922,1.979311,4.970087,
774.000000,4.232037,2.516069,4.320842,2.524282,4.511771,2.464215,4.654320,1.981022,4.974758,
775.000000,4.235847,2.517583,4.324785,2.526145,4.515950,2.466228,4.658716,1.982731,4.979424,
776.000000,4.239657,2.519095,4.328728,2.528008,4.520129,2.468240,4.663112,1.984439,4.984086,
777.000000,4.243468,2.520606,4.332671,2.529870,4.524307,2.470252,4.667507,1.986145,4.988744,
778.000000,4.247281,2.522114,4.336615,2.531731,4.528485,2.472264,4.671901,1.987850,4.993397,
779.000000,4.251094,2.523621,4.340559,2.533591,4.532663,2.474275,4.676294,1.989554,4.998046,
780.000000,4.254909,2.525125,4.344503,2.535451,4.536840,2.476286,4.680687,1.991256,5.002691,
781.000000,4.258725,2.526628,4.348448,2.537311,4.541017,2.478296,4.685080,1.992956,5.007332,
782.000000,4.262543,2.528130,4.352394,2.539170,4.545194,2.480306,4.689471,1.994655,5.011968,
783.000000,4.266362,2.529630,4.356339,2.541028,4.549370,2.482315,4.693862,1.996353,5.016600,
784.000000,4.270184,2.531128,4.360286,2.542887,4.553547,2.484325,4.698253,1.998049,5.021227,
785.000000,4.274006,2.532625,4.364233,2.544745,4.557724,2.486334,4.702642,1.999744,5.025851,
786.000000,4.277832,2.534121,4.368179,2.546603,4.561900,2.488342,4.707032,2.001438,5.030470,
787.000000,4.281658,2.535615,4.372127,2.548460,4.566077,2.490350,4.711421,2.003130,5.035085,
788.000000,4.285488,2.537108,4.376075,2.550317,4.570254,2.492358,4.715809,2.004820,5.039696,
789.000000,4.289319,2.538600,4.380024,2.552175,4.574431,2.494366,4.720197,2.006509,5.044302,
790.000000,4.293153,2.540091,4.383973,2.554031,4.578609,2.496374,4.724585,2.008197,5.048904,
791.000000,4.296989,2.541581,4.387922,2.555888,4.582788,2.498381,4.728972,2.009883,5.053503,
792.000000,4.300828,2.543070,4.391872,2.557745,4.586966,2.500388,4.733359,2.011568,5.058096,
793.000000,4.304669,2.544559,4.395823,2.559602,4.591146,2.502395,4.737745,2.013252,5.062686,
794.000000,4.308513,2.546046,4.399773,2.561459,4.595325,2.504402,4.742131,2.014934,5.067272,
795.000000,4.312360,2.547533,4.403724,2.563316,4.599506,2.506408,4.746517,2.016615,5.071853,
796.000000,4.316210,2.549019,4.407675,2.565173,4.603687,2.508415,4.750902,2.018294,5.076430,
797.000000,4.320062,2.550504,4.411627,2.567030,4.607869,2.510421,4.755287,2.019972,5.081004,
798.000000,4.323918,2.551989,4.415579,2.568887,4.612051,2.512428,4.759672,2.021649,5.085573,
799.000000,4.327777,2.553473,4.419531,2.570744,4.616235,2.514434,4.764057,2.023324,5.090138,
800.000000,4.331639,2.554958,4.423484,2.572602,4.620420,2.516439,4.768441,2.024998,5.094699,
801.000000,4.335504,2.556441,4.427436,2.574460,4.624605,2.518445,4.772825,2.026670,5.099256,
802.000000,4.339373,2.557925,4.431389,2.576318,4.628791,2.520451,4.777209,2.028341,5.103808,
803.000000,4.343245,2.559408,4.435342,2.578176,4.632979,2.522457,4.781592,2.030011,5.108357,
804.000000,4.347119,2.560892,4.439295,2.580035,4.637167,2.524463,4.785975,2.031679,5.112902,
805.000000,4.350998,2.562375,4.443248,2.581894,4.641356,2.526468,4.790359,2.033346,5.117442,
806.000000,4.354879,2.563859,4.447200,2.583753,4.645547,2.528474,4.794741,2.035012,5.121979,
807.000000,4.358764,2.565342,4.451152,2.585612,4.649738,2.530479,4.799123,2.036676,5.126512,
808.000000,4.362651,2.566826,4.455104,2.587471,4.653929,2.532484,4.803505,2.038339,5.131040,
809.000000,4.366541,2.568309,4.459055,2.589331,4.658122,2.534489,4.807887,2.040001,5.135565,
810.000000,4.370434,2.569793,4.463006,2.591190,4.662314,2.536494,4.812268,2.041661,5.140085,
811.000000,4.374330,2.571276,4.466957,2.593050,4.666507,2.538499,4.816648,2.043320,5.144602,
812.000000,4.378227,2.572760,4.470906,2.594909,4.670700,2.540503,4.821028,2.044977,5.149115,
813.000000,4.382126,2.574243,4.474855,2.596768,4.674893,2.542507,4.825407,2.046633,5.153624,
814.000000,4.386028,2.575727,4.478804,2.598628,4.679087,2.544511,4.829785,2.048288,5.158128,
815.000000,4.389932,2.577210,4.482751,2.600487,4.683281,2.546514,4.834163,2.049942,5.162629,
816.000000,4.393837,2.578694,4.486698,2.602345,4.687474,2.548517,4.838540,2.051594,5.167126,
817.000000,4.397745,2.580177,4.490644,2.604204,4.691668,2.550520,4.842916,2.053245,5.171619,
818.000000,4.401654,2.581661,4.494589,2.606062,4.695861,2.552523,4.847291,2.054894,5.176108,
819.000000,4.405564,2.583144,4.498533,2.607920,4.700054,2.554525,4.851665,2.056543,5.180593,
820.000000,4.409476,2.584627,4.502477,2.609777,4.704246,2.556527,4.856039,2.058190,5.185075,
821.000000,4.413390,2.586111,4.506419,2.611634,4.708438,2.558528,4.860412,2.059835,5.189552,
822.000000,4.417304,2.587594,4.510360,2.613491,4.712630,2.560529,4.864783,2.063592,5.194029,
823.000000,4.421219,2.589077,4.514300,2.615347,4.716821,2.562529,4.869153,2.067578,5.198502,
824.000000,4.425136,2.590561,4.518239,2.617203,4.721011,2.564529,4.873523,2.071558,5.202972,
825.000000,4.429053,2.592044,4.522177,2.619057,4.725200,2.566528,4.877891,2.075533,5.207439,
826.000000,4.432971,2.593527,4.526114,2.620912,4.729389,2.568527,4.882258,2.079502,5.211904,
827.000000,4.436890,2.595010,4.530049,2.622766,4.733577,2.570526,4.886624,2.083466,5.216365,
828.000000,4.440809,2.596493,4.533984,2.624619,4.737763,2.572523,4.890988,2.087424,5.220823,
829.000000,4.444729,2.597975,4.537917,2.626471,4.741949,2.574521,4.895352,2.091376,5.225278,
830.000000,4.448649,2.599458,4.541849,2.628323,4.746134,2.576517,4.899714,2.095323,5.229730,
831.000000,4.452569,2.600940,4.545779,2.630174,4.750318,2.578513,4.904075,2.099264,5.234179,
832.000000,4.456491,2.602423,4.549709,2.632024,4.754499,2.580509,4.908434,2.103200,5.238626,
833.000000,4.460411,2.603905,4.553637,2.633874,4.758681,2.582504,4.912792,2.107130,5.243069,
834.000000,4.464332,2.605387,4.557563,2.635722,4.762860,2.584498,4.917148,2.111055,5.247509,
835.000000,4.468253,2.606869,4.561488,2.637570,4.767038,2.586491,4.921503,2.114975,5.251945,
836.000000,4.472173,2.608350,4.565412,2.639417,4.771215,2.588484,4.925857,2.118889,5.256380,
837.000000,4.476093,2.609831,4.569334,2.641263,4.775390,2.590476,4.930208,2.122798,5.260811,
838.000000,4.480013,2.611312,4.573255,2.643107,4.779563,2.592468,4.934558,2.126701,5.265239,
839.000000,4.483932,2.612793,4.577174,2.644951,4.783735,2.594458,4.938907,2.130599,5.269664,
840.000000,4.487852,2.614274,4.581092,2.646794,4.787906,2.596448,4.943254,2.134492,5.274086,
841.000000,4.491770,2.615754,4.585009,2.648636,4.792074,2.598438,4.947599,2.138379,5.278505,
842.000000,4.495687,2.617234,4.588923,2.650476,4.796240,2.600426,4.951943,2.142261,5.282921,
843.000000,4.499605,2.618714,4.592836,2.652316,4.800405,2.602414,4.956285,2.146138,5.287334,
844.000000,4.503521,2.620193,4.596748,2.654155,4.804567,2.604400,4.960625,2.150010,5.291744,
845.000000,4.507436,2.621672,4.600658,2.655992,4.808728,2.606386,4.964963,2.153876,5.296152,
846.000000,4.511350,2.623151,4.604567,2.657828,4.812886,2.608371,4.969300,2.157737,5.300556,
847.000000,4.515264,2.624629,4.608473,2.659663,4.817042,2.610356,4.973635,2.161593,5.304957,
848.000000,4.519176,2.626107,4.612378,2.661497,4.821197,2.612339,4.977967,2.165444,5.309355,
849.000000,4.523086,2.627585,4.616282,2.663329,4.825348,2.614322,4.982298,2.169289,5.313751,
850.000000,4.526996,2.629062,4.620183,2.665160,4.829498,2.616304,4.986627,2.173130,5.318143,
851.000000,4.530904,2.630539,4.624084,2.666991,4.833645,2.618284,4.990954,2.176965,5.322532,
852.000000,4.534811,2.632016,4.627982,2.668819,4.837790,2.620264,4.995278,2.180795,5.326919,
853.000000,4.538716,2.633492,4.631878,2.670646,4.841933,2.622243,4.999601,2.184620,5.331302,
854.000000,4.542620,2.634968,4.635773,2.672472,4.846073,2.624221,5.003922,2.188440,5.335683,
855.000000,4.546522,2.636443,4.639666,2.674297,4.850210,2.626198,5.008241,2.192255,5.340061,
856.000000,4.550422,2.637918,4.643557,2.676120,4.854345,2.628174,5.012557,2.196065,5.344435,
857.000000,4.554320,2.639392,4.647446,2.677941,4.858478,2.630149,5.016871,2.199870,5.348807,
858.000000,4.558217,2.640866,4.651334,2.679761,4.862607,2.632123,5.021183,2.203669,5.353176,
859.000000,4.562112,2.642339,4.655219,2.681580,4.866734,2.634096,5.025494,2.207464,5.357542,
860.000000,4.566005,2.643812,4.659103,2.683397,4.870858,2.636069,5.029801,2.211254,5.361905,
861.000000,4.569896,2.645284,4.662984,2.685213,4.874979,2.638040,5.034107,2.215039,5.366265,
862.000000,4.573785,2.646756,4.666864,2.687027,4.879098,2.640009,5.038410,2.218819,5.370622,
863.000000,4.577672,2.648228,4.670742,2.688840,4.883214,2.641978,5.042710,2.222594,5.374976,
864.000000,4.581558,2.649698,4.674617,2.690651,4.887327,2.643946,5.047009,2.226364,5.379328,
865.000000,4.585441,2.651169,4.678491,2.692460,4.891437,2.645912,5.051304,2.230129,5.383676,
866.000000,4.589323,2.652638,4.682363,2.694268,4.895545,2.647877,5.055597,2.233890,5.388021,
867.000000,4.593202,2.654107,4.686232,2.696075,4.899649,2.649841,5.059888,2.237645,5.392365,
868.000000,4.597080,2.655575,4.690099,2.697880,4.903751,2.651803,5.064176,2.241396,5.396704,
869.000000,4.600955,2.657042,4.693964,2.699683,4.907850,2.653764,5.068461,2.245142,5.401041,
870.000000,4.604829,2.658509,4.697826,2.701484,4.911946,2.655724,5.072743,2.248883,5.405375,
871.000000,4.608702,2.659975,4.701687,2.703284,4.916039,2.657681,5.077023,2.252619,5.409706,
872.000000,4.612572,2.661439,4.705545,2.705083,4.920130,2.659638,5.081299,2.256351,5.414034,
873.000000,4.616440,2.662903,4.709402,2.706880,4.924218,2.661593,5.085573,2.260077,5.418360,
874.000000,4.620307,2.664366,4.713255,2.708675,4.928302,2.663547,5.089844,2.263799,5.422682,
875.000000,4.624172,2.665828,4.717107,2.710468,4.932384,2.665498,5.094112,2.267516,5.427001,
876.000000,4.628035,2.667289,4.720957,2.712260,4.936463,2.667448,5.098376,2.271229,5.431318,
877.000000,4.631896,2.668749,4.724804,2.714050,4.940540,2.669397,5.102638,2.274937,5.435632,
878.000000,4.635756,2.670208,4.728649,2.715839,4.944613,2.671344,5.106896,2.278640,5.439943,
879.000000,4.639614,2.671666,4.732492,2.717626,4.948683,2.673289,5.111152,2.282338,5.444252,
880.000000,4.643470,2.673122,4.736332,2.719411,4.952751,2.675232,5.115404,2.286032,5.448557,
881.000000,4.647324,2.674577,4.740170,2.721194,4.956816,2.677173,5.119652,2.289721,5.452859,
882.000000,4.651176,2.676032,4.744007,2.722976,4.960877,2.679113,5.123898,2.293406,5.457159,
883.000000,4.655027,2.677484,4.747840,2.724756,4.964936,2.681050,5.128139,2.297086,5.461456,
884.000000,4.658876,2.678936,4.751672,2.726535,4.968992,2.682986,5.132378,2.300761,5.465750,
885.000000,4.662723,2.680386,4.755501,2.728311,4.973045,2.684920,5.136613,2.304432,5.470041,
886.000000,4.666568,2.681835,4.759328,2.730086,4.977096,2.686852,5.140845,2.308098,5.474329,
887.000000,4.670412,2.683282,4.763153,2.731859,4.981143,2.688781,5.145073,2.311759,5.478615,
888.000000,4.674254,2.684728,4.766975,2.733631,4.985187,2.690709,5.149297,2.315417,5.482897,
889.000000,4.678094,2.686172,4.770795,2.735401,4.989228,2.692635,5.153518,2.319069,5.487177,
890.000000,4.681932,2.687615,4.774613,2.737169,4.993267,2.694558,5.157736,2.322717,5.491454,
891.000000,4.685770,2.689056,4.778429,2.738935,4.997302,2.696480,5.161949,2.326361,5.495728,
892.000000,4.689605,2.690496,4.782243,2.740699,5.001334,2.698399,5.166159,2.330000,5.500000,
893.000000,4.693438,2.691934,4.786054,2.742462,5.005364,2.700316,5.170365,2.330062,5.504368,
894.000000,4.697269,2.693370,4.789863,2.744223,5.009390,2.702232,5.174568,2.330125,5.508732,
895.000000,4.701099,2.694805,4.793670,2.745982,5.013414,2.704144,5.178766,2.330189,5.513094,
896.000000,4.704928,2.696238,4.797475,2.747739,5.017435,2.706055,5.182961,2.330254,5.517453,
897.000000,4.708755,2.697669,4.801278,2.749495,5.021452,2.707963,5.187151,2.330321,5.521809,
898.000000,4.712579,2.699098,4.805078,2.751248,5.025466,2.709869,5.191338,2.330388,5.526162,
899.000000,4.716403,2.700525,4.808877,2.753000,5.029478,2.711773,5.195521,2.330457,5.530512,
900.000000,4.720224,2.701951,4.812673,2.754750,5.033487,2.713674,5.199700,2.330527,5.534859,
901.000000,4.724044,2.703374,4.816467,2.756499,5.037492,2.715573,5.203875,2.330598,5.539203,
902.000000,4.727862,2.704796,4.820259,2.758245,5.041495,2.717470,5.208045,2.330670,5.543544,
903.000000,4.731678,2.706215,4.824049,2.759990,5.045495,2.719364,5.212213,2.330743,5.547883,
904.000000,4.735493,2.707633,4.827837,2.761733,5.049491,2.721256,5.216375,2.330818,5.552218,
905.000000,4.739306,2.709048,4.831623,2.763474,5.053484,2.723145,5.220533,2.330893,5.556551,
906.000000,4.743117,2.710462,4.835407,2.765213,5.057475,2.725032,5.224688,2.330970,5.560880,
907.000000,4.746927,2.711873,4.839189,2.766950,5.061462,2.726916,5.228838,2.331048,5.565207,
908.000000,4.750735,2.713282,4.842969,2.768685,5.065446,2.728798,5.232984,2.331126,5.569530,
909.000000,4.754542,2.714689,4.846747,2.770419,5.069428,2.730677,5.237125,2.331206,5.573851,
910.000000,4.758347,2.716093,4.850523,2.772151,5.073406,2.732554,5.241263,2.331287,5.578169,
911.000000,4.762149,2.717495,4.854298,2.773880,5.077381,2.734428,5.245396,2.331369,5.582484,
912.000000,4.765951,2.718895,4.858070,2.775609,5.081354,2.736300,5.249525,2.331452,5.586796,
913.000000,4.769751,2.720292,4.861841,2.777335,5.085322,2.738169,5.253649,2.331536,5.591105,
914.000000,4.773549,2.721687,4.865610,2.779059,5.089289,2.740035,5.257769,2.331621,5.595412,
915.000000,4.777345,2.723080,4.869377,2.780781,5.093251,2.741899,5.261885,2.331708,5.599715,
916.000000,4.781140,2.724470,4.873142,2.782502,5.097211,2.743760,5.265996,2.331795,5.604016,
917.000000,4.784933,2.725857,4.876906,2.784220,5.101168,2.745618,5.270103,2.331883,5.608314,
918.000000,4.788724,2.727242,4.880668,2.785937,5.105122,2.747474,5.274205,2.331973,5.612608,
919.000000,4.792514,2.728625,4.884429,2.787652,5.109072,2.749327,5.278303,2.332063,5.616901,
920.000000,4.796302,2.730004,4.888187,2.789365,5.113019,2.751178,5.282396,2.332155,5.621190,
921.000000,4.800088,2.731381,4.891945,2.791075,5.116964,2.753025,5.286485,2.332247,5.625476,
922.000000,4.803873,2.732755,4.895700,2.792785,5.120905,2.754870,5.290569,2.332341,5.629760,
923.000000,4.807656,2.734127,4.899455,2.794492,5.124843,2.756712,5.294649,2.332436,5.634041,
924.000000,4.811438,2.735495,4.903208,2.796197,5.128778,2.758551,5.298724,2.332531,5.638319,
925.000000,4.815217,2.736861,4.906960,2.797900,5.132710,2.760388,5.302794,2.332628,5.642594,
926.000000,4.818995,2.738223,4.910711,2.799602,5.136639,2.762221,5.306860,2.332726,5.646866,
927.000000,4.822773,2.739583,4.914461,2.801301,5.140565,2.764052,5.310922,2.332825,5.651135,
928.000000,4.826548,2.740940,4.918210,2.802999,5.144488,2.765881,5.314980,2.332924,5.655402,
929.000000,4.830322,2.742294,4.921958,2.804695,5.148409,2.767707,5.319034,2.333025,5.659666,
930.000000,4.834096,2.743644,4.925705,2.806390,5.152328,2.769531,5.323084,2.333127,5.663927,
931.000000,4.837868,2.744993,4.929452,2.808082,5.156244,2.771352,5.327130,2.333230,5.668185,
932.000000,4.841640,2.746338,4.933198,2.809773,5.160158,2.773171,5.331174,2.333333,5.672441,
933.000000,4.845411,2.747680,4.936944,2.811462,5.164069,2.774987,5.335214,2.333438,5.676694,
934.000000,4.849182,2.749020,4.940689,2.813150,5.167979,2.776802,5.339251,2.333544,5.680943,
935.000000,4.852952,2.750357,4.944434,2.814836,5.171887,2.778614,5.343285,2.333650,5.685191,
936.000000,4.856722,2.751692,4.948178,2.816520,5.175794,2.780425,5.347316,2.333758,5.689435,
937.000000,4.860492,2.753023,4.951921,2.818203,5.179698,2.782233,5.351345,2.333867,5.693677,
938.000000,4.864261,2.754353,4.955665,2.819885,5.183602,2.784039,5.355372,2.333976,5.697916,
939.000000,4.868031,2.755679,4.959409,2.821565,5.187504,2.785844,5.359396,2.334087,5.702152,
940.000000,4.871800,2.757003,4.963152,2.823243,5.191404,2.787646,5.363418,2.334198,5.706385,
941.000000,4.875571,2.758325,4.966895,2.824920,5.195304,2.789447,5.367438,2.334311,5.710616,
942.000000,4.879341,2.759644,4.970638,2.826596,5.199203,2.791247,5.371457,2.334424,5.714844,
943.000000,4.883112,2.760960,4.974380,2.828270,5.203100,2.793044,5.375473,2.334538,5.719069,
944.000000,4.886883,2.762274,4.978123,2.829944,5.206997,2.794840,5.379488,2.334654,5.723291,
945.000000,4.890655,2.763586,4.981866,2.831615,5.210893,2.796635,5.383502,2.334770,5.727511,
946.000000,4.894428,2.764895,4.985609,2.833286,5.214788,2.798428,5.387515,2.334887,5.731728,
947.000000,4.898201,2.766203,4.989351,2.834955,5.218683,2.800219,5.391526,2.335005,5.735942,
948.000000,4.901976,2.767508,4.993094,2.836623,5.222578,2.802010,5.395536,2.335124,5.740154,
949.000000,4.905751,2.768810,4.996837,2.838290,5.226472,2.803798,5.399546,2.335244,5.744363,
950.000000,4.909527,2.770111,5.000580,2.839955,5.230366,2.805586,5.403555,2.335365,5.748569,
951.000000,4.913305,2.771409,5.004323,2.841620,5.234260,2.807372,5.407563,2.335487,5.752772,
952.000000,4.917084,2.772705,5.008066,2.843283,5.238153,2.809158,5.411571,2.335610,5.756973,
953.000000,4.920865,2.773999,5.011809,2.844945,5.242047,2.810942,5.415578,2.335734,5.761171,
954.000000,4.924646,2.775291,5.015553,2.846606,5.245941,2.812725,5.419585,2.335858,5.765367,
955.000000,4.928429,2.776581,5.019297,2.848266,5.249835,2.814507,5.423592,2.335984,5.769559,
956.000000,4.932214,2.777869,5.023041,2.849925,5.253729,2.816288,5.427599,2.336110,5.773749,
957.000000,4.936000,2.779155,5.026785,2.851583,5.257624,2.818068,5.431606,2.336237,5.777936,
958.000000,4.939789,2.780439,5.030530,2.853240,5.261519,2.819847,5.435613,2.336365,5.782121,
959.000000,4.943579,2.781722,5.034275,2.854896,5.265414,2.821625,5.439620,2.336494,5.786303,
960.000000,4.947371,2.783002,5.038020,2.856551,5.269310,2.823403,5.443628,2.336624,5.790483,
961.000000,4.951164,2.784281,5.041766,2.858205,5.273208,2.825180,5.447637,2.336755,5.794659,
962.000000,4.954960,2.785558,5.045511,2.859859,5.277105,2.826956,5.451646,2.336887,5.798833,
963.000000,4.958758,2.786833,5.049258,2.861511,5.281004,2.828731,5.455656,2.337019,5.803004,
964.000000,4.962558,2.788106,5.053004,2.863162,5.284903,2.830506,5.459666,2.337153,5.807173,
965.000000,4.966361,2.789378,5.056751,2.864813,5.288804,2.832280,5.463677,2.337287,5.811339,
966.000000,4.970165,2.790648,5.060498,2.866462,5.292705,2.834053,5.467690,2.337422,5.815503,
967.000000,4.973972,2.791916,5.064246,2.868111,5.296607,2.835826,5.471704,2.337559,5.819664,
968.000000,4.977782,2.793183,5.067994,2.869760,5.300511,2.837599,5.475718,2.337695,5.823822,
969.000000,4.981594,2.794448,5.071742,2.871407,5.304416,2.839371,5.479734,2.337833,5.827977,
970.000000,4.985408,2.795712,5.075491,2.873054,5.308322,2.841142,5.483752,2.337972,5.832130,
971.000000,4.989225,2.796974,5.079240,2.874699,5.312230,2.842914,5.487771,2.338111,5.836281,
972.000000,4.993045,2.798235,5.082990,2.876344,5.316139,2.844685,5.491791,2.338252,5.840428,
973.000000,4.996867,2.799495,5.086740,2.877989,5.320050,2.846455,5.495813,2.338393,5.844573,
974.000000,5.000692,2.800753,5.090490,2.879632,5.323962,2.848226,5.499836,2.338535,5.848716,
975.000000,5.004520,2.802009,5.094241,2.881276,5.327875,2.849996,5.503862,2.338677,5.852856,
976.000000,5.008351,2.803265,5.097992,2.882918,5.331790,2.851766,5.507889,2.338821,5.856994,
977.000000,5.012185,2.804519,5.101744,2.884560,5.335708,2.853535,5.511919,2.338966,5.861128,
978.000000,5.016022,2.805772,5.105496,2.886201,5.339626,2.855305,5.515950,2.339111,5.865261,
979.000000,5.019861,2.807023,5.109248,2.887841,5.343547,2.857074,5.519983,2.339257,5.869390,
980.000000,5.023704,2.808274,5.113001,2.889481,5.347469,2.858844,5.524019,2.339404,5.873517,
981.000000,5.027550,2.809523,5.116755,2.891121,5.351394,2.860613,5.528057,2.339552,5.877642,
982.000000,5.031399,2.810771,5.120508,2.892759,5.355320,2.862383,5.532097,2.339700,5.881763,
983.000000,5.035251,2.812018,5.124262,2.894397,5.359249,2.864152,5.536139,2.339850,5.885883,
984.000000,5.039107,2.813264,5.128017,2.896035,5.363179,2.865921,5.540184,2.340000,5.890000,
985.000000,5.042966,2.814508,5.131772,2.897672,5.367112,2.867691,5.544232,2.341797,5.894387,
986.000000,5.046828,2.815752,5.135527,2.899309,5.371047,2.869461,5.548282,2.343592,5.898771,
987.000000,5.050694,2.816995,5.139283,2.900945,5.374984,2.871230,5.552334,2.345386,5.903152,
988.000000,5.054562,2.818237,5.143039,2.902581,5.378923,2.873000,5.556390,2.347178,5.907529,
989.000000,5.058434,2.819478,5.146796,2.904216,5.382864,2.874770,5.560448,2.348969,5.911903,
990.000000,5.062311,2.820718,5.150553,2.905851,5.386808,2.876540,5.564509,2.350759,5.916274,
991.000000,5.066190,2.821957,5.154310,2.907485,5.390754,2.878311,5.568573,2.352547,5.920641,
992.000000,5.070073,2.823195,5.158068,2.909119,5.394703,2.880082,5.572639,2.354334,5.925006,
993.000000,5.073959,2.824432,5.161826,2.910753,5.398654,2.881853,5.576709,2.356120,5.929367,
994.000000,5.077849,2.825669,5.165584,2.912386,5.402608,2.883624,5.580781,2.357904,5.933725,
995.000000,5.081743,2.826905,5.169343,2.914018,5.406564,2.885396,5.584857,2.359687,5.938080,
996.000000,5.085641,2.828140,5.173102,2.915651,5.410522,2.887168,5.588936,2.361469,5.942432,
997.000000,5.089542,2.829374,5.176861,2.917283,5.414484,2.888940,5.593019,2.363249,5.946780,
998.000000,5.093447,2.830607,5.180621,2.918914,5.418448,2.890713,5.597104,2.365028,5.951126,
999.000000,5.097356,2.831841,5.184381,2.920546,5.422414,2.892486,5.601193,2.366806,5.955468,
1000.000000,5.101268,2.833073,5.188141,2.922176,5.426383,2.894260,5.605285,2.368582,5.959806,
1002.500000,5.111066,2.836151,5.197543,2.926252,5.436318,2.898696,5.615529,2.373017,5.970640,
1005.000000,5.120884,2.839226,5.206946,2.930326,5.446267,2.903134,5.625791,2.377444,5.981454,
1007.500000,5.130723,2.842297,5.216351,2.934396,5.456228,2.907573,5.636067,2.381862,5.992249,
1010.000000,5.140577,2.845366,5.225755,2.938463,5.466199,2.912013,5.646357,2.386272,6.003024,
1012.500000,5.150447,2.848431,5.235161,2.942528,5.476179,2.916452,5.656657,2.390675,6.013780,
1015.000000,5.160330,2.851494,5.244566,2.946588,5.486164,2.920891,5.666965,2.395068,6.024516,
1017.500000,5.170225,2.854554,5.253972,2.950645,5.496154,2.925328,5.677279,2.399454,6.035233,
1020.000000,5.180128,2.857611,5.263378,2.954697,5.506147,2.929763,5.687597,2.403832,6.045932,
1022.500000,5.190040,2.860667,5.272783,2.958745,5.516140,2.934196,5.697916,2.408202,6.056612,
1025.000000,5.199957,2.863720,5.282188,2.962788,5.526134,2.938626,5.708234,2.412565,6.067272,
1027.500000,5.209879,2.866772,5.291592,2.966826,5.536124,2.943051,5.718550,2.416919,6.077914,
1030.000000,5.219803,2.869822,5.300995,2.970859,5.546110,2.947473,5.728862,2.421265,6.088538,
1032.500000,5.229729,2.872869,5.310397,2.974886,5.556091,2.951890,5.739167,2.425604,6.099143,
1035.000000,5.239654,2.875916,5.319798,2.978908,5.566065,2.956301,5.749465,2.429935,6.109729,
1037.500000,5.249577,2.878961,5.329196,2.982924,5.576030,2.960707,5.759752,2.434258,6.120297,
1040.000000,5.259497,2.882004,5.338594,2.986933,5.585986,2.965106,5.770028,2.438574,6.130847,
1042.500000,5.269413,2.885046,5.347990,2.990937,5.595930,2.969499,5.780291,2.442882,6.141379,
1045.000000,5.279322,2.888088,5.357383,2.994933,5.605862,2.973885,5.790539,2.447182,6.151894,
1047.500000,5.289224,2.891128,5.366774,2.998923,5.615779,2.978263,5.800771,2.451475,6.162389,
1050.000000,5.299118,2.894167,5.376163,3.002906,5.625683,2.982633,5.810986,2.455760,6.172867,
1052.500000,5.309001,2.897205,5.385548,3.006882,5.635570,2.986994,5.821181,2.460038,6.183328,
